prod_link,tags,seller_address,meta_description,meta_keyword
heels/fitflop/fitflop-pink-leather-wedge-sandals-with-buckles/18713274/buy,"['footwear', 'women-footwear', 'heels', 'fitflop-heels']","Metro Brands Limited,Building no.B-3 Gala No.3,Bhagwan Sheth Estate,purna Village,Taluka Bhiwandi, Dist-ThaneBhiwandi , Maharashtra - 421302",Buy Fitflop Pink Leather Wedge Sandals With Buckles - Heels for Women from Fitflop at Rs. 6999. Style ID: 18713274,"Fitflop Pink Leather Wedge Sandals With Buckles,  Fitflop, Heels, Shoes, Footwear, Footwear for Women, Buy Fitflop Pink Leather Wedge Sandals With Buckles Online in India, Buy Heels at best price"
dresses/jc-collection/jc-collection-red--black-animal-print-maxi-dress/18228896/buy,"['clothing', 'women-clothing', 'dresses', 'jc-collection-dresses']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy JC Collection Red & Black Animal Print Maxi Dress - Dresses for Women from JC Collection at Rs. 4649. Style ID: 18228896,"JC Collection Red & Black Animal Print Maxi Dress,  JC Collection, Dresses, Dress, Apparel, Apparel for Women, Buy JC Collection Red & Black Animal Print Maxi Dress Online in India, Buy Dresses at best price"
tops/bostreet/bostreet-blue-geometric-print-top/18139074/buy,"['clothing', 'women-clothing', 'tops', 'bostreet-tops']","HOUSE NO 356, BUILDING F-4, GALA 5/A,HOUSE NO 356, BUILDING F-4, GALA 5/A,Bhiwandi , Maharashtra - 421302",Buy BoStreet Blue Geometric Print Crop Top - Tops for Women from BoStreet at Rs. 1231. Style ID: 18139074,"BoStreet Blue Geometric Print Crop Top,  BoStreet, Tops, Topwear, Apparel, Apparel for Women, Buy BoStreet Blue Geometric Print Crop Top Online in India, Buy Tops at best price"
tops/merche/merche-purple-print-crop-top/18174062/buy,"['clothing', 'women-clothing', 'tops', 'merche-tops']","Zahra Tower 23 rd floor, flat no : 2301.Dr. E Moses road. WorliMumbai , Maharashtra - 400018",Buy MERCHE Purple Print Crop Top - Tops for Women from MERCHE at Rs. 850. Style ID: 18174062,"MERCHE Purple Print Crop Top,  MERCHE, Tops, Topwear, Apparel, Apparel for Women, Buy MERCHE Purple Print Crop Top Online in India, Buy Tops at best price"
tights/urbanic/-urbanic-women-grey-solid-tights/18592626/buy,"['clothing', 'women-clothing', 'tights', 'urbanic-tights']","90-B, 91SPRINGBOARD, Delhi - Jaipur Expy, Sector 18Gurgaon, HaryanaGurugram , HARYANA - 122008",Buy URBANIC Women Grey Solid Tights - Tights for Women from URBANIC at Rs. 790. Style ID: 18592626,"URBANIC Women Grey Solid Tights,  URBANIC, Tights, Bottomwear, Apparel, Apparel for Women, Buy URBANIC Women Grey Solid Tights Online in India, Buy Tights at best price"
tops/v2-value--variety/v2-value--variety-blue-styled-back-top/18140214/buy,"['clothing', 'women-clothing', 'tops', 'v2-value-and-variety-tops']","KHASRA NO-21/2,22 MUBARIKPUR VILLAGE,TEHSIL FARRUKH NAGAR, DIST-GURGAONGurugram , Haryana - 122506",Buy V2 Value & Variety Blue Hooded Top - Tops for Women from V2 Value & Variety at Rs. 699. Style ID: 18140214,"V2 Value & Variety Blue Hooded Top,  V2 Value & Variety, Tops, Topwear, Apparel, Apparel for Women, Buy V2 Value & Variety Blue Hooded Top Online in India, Buy Tops at best price"
shorts/trendyol/trendyol-men-mint-green-solid-shorts/17814234/buy,"['clothing', 'men-clothing', 'shorts', 'trendyol-shorts']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy Trendyol Men Mint Green Solid Shorts - Shorts for Men from Trendyol at Rs. 979. Style ID: 17814234,"Trendyol Men Mint Green Solid Shorts,  Trendyol, Shorts, Bottomwear, Apparel, Apparel for Men, Buy Trendyol Men Mint Green Solid Shorts Online in India, Buy Shorts at best price"
tshirts/freesoul/freesoul-men-white-printed-cotton-t-shirt/18069752/buy,"['clothing', 'men-clothing', 'tshirts', 'freesoul-tshirts']","21-E1,2ND PHASE, PEENYA INDUSTRIAL AREA,Bengaluru , Karnataka - 560058",Buy FREESOUL Men White Printed Cotton T Shirt - Tshirts for Men from FREESOUL at Rs. 799. Style ID: 18069752,"FREESOUL Men White Printed Cotton T Shirt,  FREESOUL, Tshirts, Topwear, Apparel, Apparel for Men, Buy FREESOUL Men White Printed Cotton T Shirt Online in India, Buy Tshirts at best price"
sarees/perfect-wear/perfect-wear-blue--gold-toned-ethnic-motifs-zari-silk-cotton-banarasi-saree/17979178/buy,"['clothing', 'women-clothing', 'sarees', 'perfect-wear-sarees']","2nd FLOOR, GATE NO-3, PLOT NO. F-1129, LAXMI TEXTILEPARK, G.I.D.C., SACHIN, Surat, Gujarat, 394230Surat , GUJARAT - 394230",Buy PERFECT WEAR Blue & Gold Toned Ethnic Motifs Zari Silk Cotton Banarasi Saree - Sarees for Women from PERFECT WEAR at Rs. 1199. Style ID: 17979178,"PERFECT WEAR Blue & Gold Toned Ethnic Motifs Zari Silk Cotton Banarasi Saree,  PERFECT WEAR, Sarees, Saree, Apparel, Apparel for Women, Buy PERFECT WEAR Blue & Gold Toned Ethnic Motifs Zari Silk Cotton Banarasi Saree Online in India, Buy Sarees at best price"
handbags/caprese/caprese-women-navy-blue-textured-shoulder-bag/17761296/buy,"['accessories', 'women-accessories', 'handbags', 'caprese-handbags']","5A/19,Ground Floor ( Front Portion),Ansari Raod,DaryaganjDelhi , Delhi - 110002",Buy Caprese Women Navy Blue Textured Shoulder Bag - Handbags for Women from Caprese at Rs. 3074. Style ID: 17761296,"Caprese Women Navy Blue Textured Shoulder Bag,  Caprese, Handbags, Bags, Accessories, Accessories for Women, Buy Caprese Women Navy Blue Textured Shoulder Bag Online in India, Buy Handbags at best price"
toner/wishcare/wishcare-unisex-red-pure--natural-kannauj-rose-water-for-skin-face--hair-200-ml/13667028/buy,"['personal-care', 'unisex-personal-care', 'toner', 'wishcare-toner']","28, B.T. Road,CHIRIAMORE, Kolkata, West Bengal, 700002Kolkata , West bengal - 700002","Buy WishCare Unisex Red Pure & Natural Kannauj Rose Water For Skin, Face & Hair 200 Ml - Toner for Unisex from WishCare at Rs. 347. Style ID: 13667028","WishCare Unisex Red Pure & Natural Kannauj Rose Water For Skin, Face & Hair 200 Ml,  WishCare, Toner, Skin Care, Personal Care, Personal Care for Unisex, Buy WishCare Unisex Red Pure & Natural Kannauj Rose Water For Skin, Face & Hair 200 Ml Online in India, Buy Toner at best price"
shorts/van-heusen-sport/van-heusen-sport-men-white-conversational-printed-shorts/16755286/buy,"['clothing', 'men-clothing', 'shorts', 'van-heusen-sport-shorts']","Ground Floor, No 65/64, old No 65, 6th Block, Ward No 21, 2ndMain Road,Bengaluru , Karnataka - 560044",Buy Van Heusen Sport Men White Conversational Printed Shorts - Shorts for Men from Van Heusen Sport at Rs. 1274. Style ID: 16755286,"Van Heusen Sport Men White Conversational Printed Shorts,  Van Heusen Sport, Shorts, Bottomwear, Apparel, Apparel for Men, Buy Van Heusen Sport Men White Conversational Printed Shorts Online in India, Buy Shorts at best price"
shirts/allen-solly-junior/allen-solly-junior-boys-maroon-pure-cotton-casual-shirt/16837280/buy,"['clothing', 'boys-clothing', 'shirts', 'allen-solly-junior-shirts']","Ground Floor, No 65/64, old No 65, 6th Block, Ward No 21, 2ndMain Road,Bengaluru , Karnataka - 560044",Buy Allen Solly Junior Boys Maroon Pure Cotton Casual Shirt - Shirts for Boys from Allen Solly Junior at Rs. 799. Style ID: 16837280,"Allen Solly Junior Boys Maroon Pure Cotton Casual Shirt,  Allen Solly Junior, Shirts, Topwear, Apparel, Apparel for Boys, Buy Allen Solly Junior Boys Maroon Pure Cotton Casual Shirt Online in India, Buy Shirts at best price"
kurta-sets/kraft-india/kraft-india-boys-navy-blue--gold-toned-floral-printed-silk-kurta-with-churidar/14960670/buy,"['clothing', 'boys-clothing', 'kurta-sets', 'kraft-india-kurta-sets']","""GROUND FLOOR, A-80/1, G.T. KARNAL ROAD, NEAR HANS CINEMA, INDUSTRIAL AREA, North West Delhi, Delhi, 110033Delhi , Delhi - 110033",Buy KRAFT INDIA Boys Navy Blue & Gold Toned Floral Printed Silk Kurta With Churidar - Kurta Sets for Boys from KRAFT INDIA at Rs. 1279. Style ID: 14960670,"KRAFT INDIA Boys Navy Blue & Gold Toned Floral Printed Silk Kurta With Churidar,  KRAFT INDIA, Kurta Sets, Apparel Set, Apparel, Apparel for Boys, Buy KRAFT INDIA Boys Navy Blue & Gold Toned Floral Printed Silk Kurta With Churidar Online in India, Buy Kurta Sets at best price"
tracksuits/jerfsports/jerfsports-women-green--black-solid-tracksuit/17323528/buy,"['clothing', 'women-clothing', 'tracksuits', 'jerfsports-tracksuits']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy JerfSports Women Green & Black Solid Tracksuit - Tracksuits for Women from JerfSports at Rs. 999. Style ID: 17323528,"JerfSports Women Green & Black Solid Tracksuit,  JerfSports, Tracksuits, Bottomwear, Apparel, Apparel for Women, Buy JerfSports Women Green & Black Solid Tracksuit Online in India, Buy Tracksuits at best price"
kurtas/house-of-pataudi/house-of-pataudi-women-pink--white-embroidered-rozana-kurta/14769236/buy,"['clothing', 'women-clothing', 'kurtas', 'house-of-pataudi-kurtas']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy House Of Pataudi Women Pink & White Embroidered Rozana Kurta - Kurtas for Women from House Of Pataudi at Rs. 1209. Style ID: 14769236,"House Of Pataudi Women Pink & White Embroidered Rozana Kurta,  House Of Pataudi, Kurtas, Topwear, Apparel, Apparel for Women, Buy House Of Pataudi Women Pink & White Embroidered Rozana Kurta Online in India, Buy Kurtas at best price"
jeans/celio/celio-men-blue-low-distress-light-fade-cotton-jeans/16984786/buy,"['clothing', 'men-clothing', 'jeans', 'celio-jeans']","3rd floor, A wing, Lotus corporate park,,Unit no-301/302, Off western express highway Goregaon-East, Maharashtra.Mumbai , Maharashtra - 400063",Buy Celio Men Blue Low Distress Light Fade Cotton Jeans - Jeans for Men from Celio at Rs. 3399. Style ID: 16984786,"Celio Men Blue Low Distress Light Fade Cotton Jeans,  Celio, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Celio Men Blue Low Distress Light Fade Cotton Jeans Online in India, Buy Jeans at best price"
jeans/oxemberg/oxemberg-men-blue-lean-slim-fit-jeans/16665502/buy,"['clothing', 'men-clothing', 'jeans', 'oxemberg-jeans']","S.NO.115/1, 115/2, 115/5, 115/7-Part, 116/8,Vallabh Jagan Road, Dabhel, DamanVapi , DIU - 396210",Buy Oxemberg Men Blue Lean Slim Fit Jeans - Jeans for Men from Oxemberg at Rs. 1999. Style ID: 16665502,"Oxemberg Men Blue Lean Slim Fit Jeans,  Oxemberg, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Oxemberg Men Blue Lean Slim Fit Jeans Online in India, Buy Jeans at best price"
sandals/fentacia/fentacia-men-black-shoe-style-sandals/14301900/buy,"['footwear', 'men-footwear', 'sandals', 'fentacia-sandals']","LOWER GROUND FLOOR, PROPERTY NO. 32A/D-660A/80/43, KHASRA NO. 941,942,946, PANCHAYATI PANJABA, BALAJI NAGAR,, AGRAAgra , Uttar pradesh - 282005",Buy Fentacia Men Black Shoe Style Sandals - Sandals for Men from Fentacia at Rs. 1057. Style ID: 14301900,"Fentacia Men Black Shoe Style Sandals,  Fentacia, Sandals, Sandal, Footwear, Footwear for Men, Buy Fentacia Men Black Shoe Style Sandals Online in India, Buy Sandals at best price"
tshirts/kook-n-keech-disney-teens/kook-n-keech-disney-teens-girls-blue-printed-cotton-t-shirt/15739112/buy,"['clothing', 'girls-clothing', 'tshirts', 'kook-n-keech-disney-teens-tshirts']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy Kook N Keech Disney Teens Girls Blue Printed Cotton T Shirt - Tshirts for Girls from Kook N Keech Disney Teens at Rs. 277. Style ID: 15739112,"Kook N Keech Disney Teens Girls Blue Printed Cotton T Shirt,  Kook N Keech Disney Teens, Tshirts, Topwear, Apparel, Apparel for Girls, Buy Kook N Keech Disney Teens Girls Blue Printed Cotton T Shirt Online in India, Buy Tshirts at best price"
sweaters/v-mart/v-mart-men-teal-pullover/17547886/buy,"['clothing', 'men-clothing', 'sweaters', 'v-mart-sweaters']","Plot No.862, Sector 19, Phase VUdyog Vihar, Industrial AreaGurugram , Haryana - 122016",Buy V Mart Men Teal Pullover - Sweaters for Men from V Mart at Rs. 389. Style ID: 17547886,"V Mart Men Teal Pullover,  V Mart, Sweaters, Topwear, Apparel, Apparel for Men, Buy V Mart Men Teal Pullover Online in India, Buy Sweaters at best price"
tshirts/freesoul/freesoul-men-blue-typography-printed-cotton-t-shirt/18069660/buy,"['clothing', 'men-clothing', 'tshirts', 'freesoul-tshirts']","21-E1,2ND PHASE, PEENYA INDUSTRIAL AREA,Bengaluru , Karnataka - 560058",Buy FREESOUL Men Blue Typography Printed Cotton T Shirt - Tshirts for Men from FREESOUL at Rs. 799. Style ID: 18069660,"FREESOUL Men Blue Typography Printed Cotton T Shirt,  FREESOUL, Tshirts, Topwear, Apparel, Apparel for Men, Buy FREESOUL Men Blue Typography Printed Cotton T Shirt Online in India, Buy Tshirts at best price"
track-pants/monte-carlo/monte-carlo-boys-green--black-solid-pure-cotton-track-pants/17418992/buy,"['clothing', 'boys-clothing', 'track-pants', 'monte-carlo-track-pants']","Cabin No. 6, Property 2, Gujarat Vihar, Vikas Marg, New Delhi, Delhi, 110092Delhi , Delhi - 110092",Buy Monte Carlo Boys Green & Black Solid Pure Cotton Track Pants - Track Pants for Boys from Monte Carlo at Rs. 1224. Style ID: 17418992,"Monte Carlo Boys Green & Black Solid Pure Cotton Track Pants,  Monte Carlo, Track Pants, Bottomwear, Apparel, Apparel for Boys, Buy Monte Carlo Boys Green & Black Solid Pure Cotton Track Pants Online in India, Buy Track Pants at best price"
kurta-sets/kisah/kisah-men-grey-regular-kurta-with-pyjamas/15583130/buy,"['clothing', 'men-clothing', 'kurta-sets', 'kisah-kurta-sets']","P62 Canal South Road, Metropolitan Cooperative Housing SocietySector B, Third LaneKolkata , West bengal - 700105",Buy KISAH Men Grey Regular Kurta With Pyjamas - Kurta Sets for Men from KISAH at Rs. 3999. Style ID: 15583130,"KISAH Men Grey Regular Kurta With Pyjamas,  KISAH, Kurta Sets, Apparel Set, Apparel, Apparel for Men, Buy KISAH Men Grey Regular Kurta With Pyjamas Online in India, Buy Kurta Sets at best price"
kurta-sets/anouk/anouk-men-navy-blue-solid-straight-sustainable-kurta-pyjamas--woven-nehru-jacket/17228534/buy,"['clothing', 'men-clothing', 'kurta-sets', 'anouk-kurta-sets']",,Buy Anouk Men Navy Blue Solid Straight Sustainable Kurta Pyjamas & Woven Nehru Jacket - Kurta Sets for Men from Anouk at Rs. 5099. Style ID: 17228534,"Anouk Men Navy Blue Solid Straight Sustainable Kurta Pyjamas & Woven Nehru Jacket,  Anouk, Kurta Sets, Apparel Set, Apparel, Apparel for Men, Buy Anouk Men Navy Blue Solid Straight Sustainable Kurta Pyjamas & Woven Nehru Jacket Online in India, Buy Kurta Sets at best price"
trunk/calvin-klein-underwear/calvin-klein-underwear-men-white-solid-trunks---nb3031100/16466258/buy,"['clothing', 'men-clothing', 'trunk', 'calvin-klein-underwear-trunk']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy Calvin Klein Underwear Men White Solid Trunks   NB3031100 - Trunk for Men from Calvin Klein Underwear at Rs. 1799. Style ID: 16466258,"Calvin Klein Underwear Men White Solid Trunks   NB3031100,  Calvin Klein Underwear, Trunk, Innerwear, Apparel, Apparel for Men, Buy Calvin Klein Underwear Men White Solid Trunks   NB3031100 Online in India, Buy Trunk at best price"
dresses/kazo/kazo-blue--white-striped-satin-dress/17875596/buy,"['clothing', 'women-clothing', 'dresses', 'kazo-dresses']","A18, Sectro 64,,Gautam Budh NagarNoida , Uttar Pradesh - 201301",Buy Kazo Blue & White Striped Satin Dress - Dresses for Women from Kazo at Rs. 3290. Style ID: 17875596,"Kazo Blue & White Striped Satin Dress,  Kazo, Dresses, Dress, Apparel, Apparel for Women, Buy Kazo Blue & White Striped Satin Dress Online in India, Buy Dresses at best price"
perfume-and-body-mist/antonio-banderas/antonio-banderas-men-king-of-seduction-absolute-eau-de-toilette-100-ml/7605327/buy,"['personal-care', 'men-personal-care', 'perfume-and-body-mist', 'antonio-banderas-perfume-and-body-mist']",,Buy Antonio Banderas Men King Of Seduction Absolute Eau De Toilette 100 Ml - Perfume And Body Mist for Men from Antonio Banderas at Rs. 2116. Style ID: 7605327,"Antonio Banderas Men King Of Seduction Absolute Eau De Toilette 100 Ml,  Antonio Banderas, Perfume And Body Mist, Fragrance, Personal Care, Personal Care for Men, Buy Antonio Banderas Men King Of Seduction Absolute Eau De Toilette 100 Ml Online in India, Buy Perfume And Body Mist at best price"
travel-accessory/cortina/cortina-set-of-2-multicoloured-printed-protective-luggage-cover/14132744/buy,"['accessories', 'unisex-accessories', 'travel-accessory', 'cortina-travel-accessory']","Plot No.20/21 Ajanta industrial estate Sanand-Viramgam Highway, Vasna-Iyava, SanandAhmedabad , Gujarat - 382110",Buy Cortina Set Of 2 Multicoloured Printed Protective Luggage Cover - Travel Accessory for Unisex from Cortina at Rs. 1399. Style ID: 14132744,"Cortina Set Of 2 Multicoloured Printed Protective Luggage Cover,  Cortina, Travel Accessory, Accessories, Accessories, Accessories for Unisex, Buy Cortina Set Of 2 Multicoloured Printed Protective Luggage Cover Online in India, Buy Travel Accessory at best price"
trousers/rare-rabbit/rare-rabbit-men-green-slim-fit-trousers/16592936/buy,"['clothing', 'men-clothing', 'trousers', 'rare-rabbit-trousers']","314 315 316 317 318 319, GR FLOOR, JIGANI INDUSTRIAL AREA BOMMSANDAR, JIGANI, LINK ROAD ANEKAL TALUK, Bengaluru (Bangalore) Rural, Karnataka, 562106Bengaluru , Karnataka - 562106",Buy RARE RABBIT Men Green Slim Fit Trousers - Trousers for Men from RARE RABBIT at Rs. 2999. Style ID: 16592936,"RARE RABBIT Men Green Slim Fit Trousers,  RARE RABBIT, Trousers, Bottomwear, Apparel, Apparel for Men, Buy RARE RABBIT Men Green Slim Fit Trousers Online in India, Buy Trousers at best price"
kurtas/sojanya/sojanya-men-orange--golden-ethnic-motifs-jacquard-kurta/13799302/buy,"['clothing', 'men-clothing', 'kurtas', 'sojanya-kurtas']","103 Vaishali (2nd Floor)PitampuraNew Delhi , Delhi - 110034",Buy Sojanya Men Orange & Golden Ethnic Motifs Jacquard Kurta - Kurtas for Men from SOJANYA at Rs. 979. Style ID: 13799302,"Sojanya Men Orange & Golden Ethnic Motifs Jacquard Kurta,  SOJANYA, Kurtas, Topwear, Apparel, Apparel for Men, Buy Sojanya Men Orange & Golden Ethnic Motifs Jacquard Kurta Online in India, Buy Kurtas at best price"
palazzos/azira/azira-women-beige--black-printed-flared-palazzos/17416524/buy,"['clothing', 'women-clothing', 'palazzos', 'azira-palazzos']","Excel Textile, R-2/231, Raj NagarNear Hint ChowkGhaziabad , Uttar pradesh - 201002",Buy Azira Women Beige & Black Printed Flared Palazzos - Palazzos for Women from Azira at Rs. 799. Style ID: 17416524,"Azira Women Beige & Black Printed Flared Palazzos,  Azira, Palazzos, Bottomwear, Apparel, Apparel for Women, Buy Azira Women Beige & Black Printed Flared Palazzos Online in India, Buy Palazzos at best price"
clothing-set/mothercare/mothercare-pack-of-2-pure-cotton-t-shirt--trousers/16866792/buy,"['clothing', 'boys-clothing', 'clothing-set', 'mothercare-clothing-set']","5A/19,Ground Floor ( Front Portion),Ansari Raod,DaryaganjDelhi , Delhi - 110002",Buy Mothercare Pack Of 2 Pure Cotton T Shirt & Trousers - Clothing Set for Boys from Mothercare at Rs. 1199. Style ID: 16866792,"Mothercare Pack Of 2 Pure Cotton T Shirt & Trousers,  Mothercare, Clothing Set, Apparel Set, Apparel, Apparel for Boys, Buy Mothercare Pack Of 2 Pure Cotton T Shirt & Trousers Online in India, Buy Clothing Set at best price"
