prod_link,tags,seller_address,meta_description,meta_keyword
kurta-sets/vishudh/vishudh-women-black-yoke-design-kurta-with-palazzos--dupatta/14860680/buy,"['clothing', 'women-clothing', 'kurta-sets', 'vishudh-kurta-sets']","10, Cabin No 17, PVR Plaza Building, H Block, Connaught CircusDelhi , Delhi - 110001",Buy Vishudh Women Black Yoke Design Kurta With Palazzos & Dupatta - Kurta Sets for Women from Vishudh at Rs. 821. Style ID: 14860680,"Vishudh Women Black Yoke Design Kurta With Palazzos & Dupatta,  Vishudh, Kurta Sets, Apparel Set, Apparel, Apparel for Women, Buy Vishudh Women Black Yoke Design Kurta With Palazzos & Dupatta Online in India, Buy Kurta Sets at best price"
night-suits/herenow/herenow-women-coral-red--white-pure-cotton-printed-night-suit/13732992/buy,"['clothing', 'women-clothing', 'night-suits', 'here-and-now-night-suits']","11th Floor, Flat No. 1106, 1107, 26, Kailash, Kasturba Gandhi Marg, New Delhi, New Delhi, Delhi, 110001Delhi , Delhi - 110001",Buy HERE&NOW Women Coral Red & White Pure Cotton Printed Night Suit - Night Suits for Women from HERE&NOW at Rs. 1299. Style ID: 13732992,"HERE&NOW Women Coral Red & White Pure Cotton Printed Night Suit,  HERE&NOW, Night Suits, Loungewear And Nightwear, Apparel, Apparel for Women, Buy HERE&NOW Women Coral Red & White Pure Cotton Printed Night Suit Online in India, Buy Night Suits at best price"
formal-shoes/code-by-lifestyle/code-by-lifestyle-men-brown-solid-formal-slip-ons/16832122/buy,"['footwear', 'men-footwear', 'formal-shoes', 'code-by-lifestyle-formal-shoes']","#41/2,42/2,Oblapura Gram panchyat,Anugondanahalli HobliDevangundi Main RoadHoskote TalukBengaluru , Karnataka - 560067",Buy CODE By Lifestyle Men Brown Solid Formal Slip Ons - Formal Shoes for Men from CODE By Lifestyle at Rs. 1799. Style ID: 16832122,"CODE By Lifestyle Men Brown Solid Formal Slip Ons,  CODE By Lifestyle, Formal Shoes, Shoes, Footwear, Footwear for Men, Buy CODE By Lifestyle Men Brown Solid Formal Slip Ons Online in India, Buy Formal Shoes at best price"
wallets/baggit/baggit-women-green-solid-envelope-wallet/15111688/buy,"['accessories', 'women-accessories', 'wallets', 'baggit-wallets']","204/218Narayan Udyog BhavanLalbaughMumbai , Maharashtra - 400012",Buy Baggit Women Green Solid Envelope Wallet - Wallets for Women from Baggit at Rs. 474. Style ID: 15111688,"Baggit Women Green Solid Envelope Wallet,  Baggit, Wallets, Wallets, Accessories, Accessories for Women, Buy Baggit Women Green Solid Envelope Wallet Online in India, Buy Wallets at best price"
tshirts/byford-by-pantaloons/byford-by-pantaloons-men-blue-printed-polo-collar-slim-fit-outdoor-t-shirt/18276038/buy,"['clothing', 'men-clothing', 'tshirts', 'byford-by-pantaloons-tshirts']","Business Ground Floor,No 65/64, old No 65, 6th Block, Ward No 21, 2nd Main RoadBengaluru (Bangalore) UrbanBengaluru , Karnataka - 560044",Buy BYFORD By Pantaloons Men Blue Printed Polo Collar Slim Fit Outdoor T Shirt - Tshirts for Men from BYFORD By Pantaloons at Rs. 799. Style ID: 18276038,"BYFORD By Pantaloons Men Blue Printed Polo Collar Slim Fit Outdoor T Shirt,  BYFORD By Pantaloons, Tshirts, Topwear, Apparel, Apparel for Men, Buy BYFORD By Pantaloons Men Blue Printed Polo Collar Slim Fit Outdoor T Shirt Online in India, Buy Tshirts at best price"
tshirts/unaone/unaone-women-black-2-printed-t-shirt/18633868/buy,"['clothing', 'women-clothing', 'tshirts', 'unaone-tshirts']","FLOOR 2, 3, UNIT 2, GALI NO 1, KHANDSA ROAD, NAI ANAJ MANDI, GurgaonGurugram , Haryana - 122001",Buy UnaOne Women Black 2 Printed T Shirt - Tshirts for Women from UnaOne at Rs. 879. Style ID: 18633868,"UnaOne Women Black 2 Printed T Shirt,  UnaOne, Tshirts, Topwear, Apparel, Apparel for Women, Buy UnaOne Women Black 2 Printed T Shirt Online in India, Buy Tshirts at best price"
handbags/accessorize/accessorize-black-solid-shoulder-bag/11139560/buy,"['accessories', 'women-accessories', 'handbags', 'accessorize-handbags']","Awfis, 7th floor, HM Vibha Tower, 25 Laskar Hosur Road, Adugodi, Bengalore 560029Bengaluru , Karnataka - 560029",Buy Accessorize Black Solid Shoulder Bag - Handbags for Women from Accessorize at Rs. 3496. Style ID: 11139560,"Accessorize Black Solid Shoulder Bag,  Accessorize, Handbags, Bags, Accessories, Accessories for Women, Buy Accessorize Black Solid Shoulder Bag Online in India, Buy Handbags at best price"
shorts/puma/puma-men-dark-olive-green-self-design-slim-fit-regular-shorts/16878234/buy,"['clothing', 'men-clothing', 'shorts', 'puma-shorts']","11th Floor, Flat No. 1106, 1107, 26, Kailash, Kasturba Gandhi Marg, New Delhi, New Delhi, Delhi, 110001Delhi , Delhi - 110001",Buy Puma Men Dark Olive Green Self Design Slim Fit Regular Shorts - Shorts for Men from Puma at Rs. 1379. Style ID: 16878234,"Puma Men Dark Olive Green Self Design Slim Fit Regular Shorts,  Puma, Shorts, Bottomwear, Apparel, Apparel for Men, Buy Puma Men Dark Olive Green Self Design Slim Fit Regular Shorts Online in India, Buy Shorts at best price"
planters/homesake/homesake-set-of-5-beige-macrame-plant-hangers-without-pot/15292390/buy,"['home-furnishing', 'unisex-home-furnishing', 'planters', 'homesake-planters']","E 179,Sector 63,Uttar Pradesh,India,201307Noida , Uttar Pradesh - 201307",Buy Homesake Set Of 5 Beige Macrame Plant Hangers Without Pot - Planters for Unisex from Homesake at Rs. 899. Style ID: 15292390,"Homesake Set Of 5 Beige Macrame Plant Hangers Without Pot,  Homesake, Planters, Home Decor, Home, Home for Unisex, Buy Homesake Set Of 5 Beige Macrame Plant Hangers Without Pot Online in India, Buy Planters at best price"
clothing-set/max/max-boys-white--blue-printed-pure-cotton-t-shirt-with-pyjamas/17316906/buy,"['clothing', 'boys-clothing', 'clothing-set', 'max-clothing-set']","#41/2,42/2,Oblapura Gram panchyat,Anugondanahalli HobliDevangundi Main RoadHoskote TalukBengaluru , Karnataka - 560067",Buy Max Boys White & Blue Printed Pure Cotton T Shirt With Pyjamas - Clothing Set for Boys from Max at Rs. 449. Style ID: 17316906,"Max Boys White & Blue Printed Pure Cotton T Shirt With Pyjamas,  Max, Clothing Set, Apparel Set, Apparel, Apparel for Boys, Buy Max Boys White & Blue Printed Pure Cotton T Shirt With Pyjamas Online in India, Buy Clothing Set at best price"
tshirts/roadster/the-roadster-lifestyle-co-women-cream-coloured--blue-printed-extended-sleeves-t-shirt/16962182/buy,"['clothing', 'women-clothing', 'tshirts', 'roadster-tshirts']","406, B2 and C, 4th Floor,Centrum Plaza, Golf Course Road, Sector - 53,Gurugram , Haryana - 122102",Buy The Roadster Lifestyle Co Women Cream Coloured & Blue Printed Extended Sleeves T Shirt - Tshirts for Women from Roadster at Rs. 699. Style ID: 16962182,"The Roadster Lifestyle Co Women Cream Coloured & Blue Printed Extended Sleeves T Shirt,  Roadster, Tshirts, Topwear, Apparel, Apparel for Women, Buy The Roadster Lifestyle Co Women Cream Coloured & Blue Printed Extended Sleeves T Shirt Online in India, Buy Tshirts at best price"
heels/corsica/corsica-pink-stone-embellished-sandals/15143974/buy,"['footwear', 'women-footwear', 'heels', 'corsica-heels']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy CORSICA Pink Stone Embellished Sandals - Heels for Women from CORSICA at Rs. 1199. Style ID: 15143974,"CORSICA Pink Stone Embellished Sandals,  CORSICA, Heels, Shoes, Footwear, Footwear for Women, Buy CORSICA Pink Stone Embellished Sandals Online in India, Buy Heels at best price"
dresses/i-saw-it-first/i-saw-it-first-women-black--white-floral-printed-a-line-dress/17365178/buy,"['clothing', 'women-clothing', 'dresses', 'i-saw-it-first-dresses']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy I Saw It First Women Black & White Floral Printed A Line Dress - Dresses for Women from I Saw It First at Rs. 2239. Style ID: 17365178,"I Saw It First Women Black & White Floral Printed A Line Dress,  I Saw It First, Dresses, Dress, Apparel, Apparel for Women, Buy I Saw It First Women Black & White Floral Printed A Line Dress Online in India, Buy Dresses at best price"
sports-shoes/bacca-bucci/bacca-bucci-men-white-mesh-training-or-gym-non-marking-shoes/15025902/buy,"['footwear', 'men-footwear', 'sports-shoes', 'bacca-bucci-sports-shoes']","G-152, Gazipur Village, Near Edmc School New Delhi Delhi 110096New Delhi , Delhi - 110096",Buy Bacca Bucci Men White Mesh Training Or Gym Non Marking Shoes - Sports Shoes for Men from Bacca Bucci at Rs. 1499. Style ID: 15025902,"Bacca Bucci Men White Mesh Training Or Gym Non Marking Shoes,  Bacca Bucci, Sports Shoes, Shoes, Footwear, Footwear for Men, Buy Bacca Bucci Men White Mesh Training Or Gym Non Marking Shoes Online in India, Buy Sports Shoes at best price"
earrings/w/w-blue-crescent-shaped-chandbalis-earrings/18436358/buy,"['accessories', 'women-accessories', 'earrings', 'w-earrings']",,Buy W Blue Crescent Shaped Chandbalis Earrings - Earrings for Women from W at Rs. 499. Style ID: 18436358,"W Blue Crescent Shaped Chandbalis Earrings,  W, Earrings, Jewellery, Accessories, Accessories for Women, Buy W Blue Crescent Shaped Chandbalis Earrings Online in India, Buy Earrings at best price"
shirts/mr-button/mr-button-men-green-slim-fit-casual-shirt/17998676/buy,"['clothing', 'men-clothing', 'shirts', 'mr-button-shirts']","2- FLOOR, SF-221, IT COMPLEX, JMD MEGAPOLIS, VILLAGE TIKRI, SOHNA ROAD, Gurgaon, Haryana, 122018Gurugram , Haryana - 122018",Buy MR BUTTON Men Green Slim Fit Casual Shirt - Shirts for Men from MR BUTTON at Rs. 2245. Style ID: 17998676,"MR BUTTON Men Green Slim Fit Casual Shirt,  MR BUTTON, Shirts, Topwear, Apparel, Apparel for Men, Buy MR BUTTON Men Green Slim Fit Casual Shirt Online in India, Buy Shirts at best price"
flats/max/max-girls-pink-pu-slip-on-ballerinas/17758646/buy,"['footwear', 'girls-footwear', 'flats', 'max-flats']","#41/2,42/2,Oblapura Gram panchyat,Anugondanahalli HobliDevangundi Main RoadHoskote TalukBengaluru , Karnataka - 560067",Buy Max Girls Pink PU Slip On Ballerinas - Flats for Girls from Max at Rs. 599. Style ID: 17758646,"Max Girls Pink PU Slip On Ballerinas,  Max, Flats, Shoes, Footwear, Footwear for Girls, Buy Max Girls Pink PU Slip On Ballerinas Online in India, Buy Flats at best price"
track-pants/dressberry/dressberry-women-black-straight-fit-solid-pure-cotton-joggers/13180054/buy,"['clothing', 'women-clothing', 'track-pants', 'dressberry-track-pants']","5th Floor, Office No 504, Punj Essen House, 17-18, Nehru PlaceDelhi , Delhi - 110019",Buy DressBerry Women Black Straight Fit Solid Pure Cotton Joggers - Track Pants for Women from DressBerry at Rs. 1299. Style ID: 13180054,"DressBerry Women Black Straight Fit Solid Pure Cotton Joggers,  DressBerry, Track Pants, Bottomwear, Apparel, Apparel for Women, Buy DressBerry Women Black Straight Fit Solid Pure Cotton Joggers Online in India, Buy Track Pants at best price"
dresses/dressberry/dressberry-women-elegant-lavender-polka-dotted-noughties-spaghetti-dress/16056620/buy,"['clothing', 'women-clothing', 'dresses', 'dressberry-dresses']","5th Floor, Office No 504, Punj Essen House, 17-18, Nehru PlaceDelhi , Delhi - 110019",Buy DressBerry Women Elegant Lavender Polka Dotted Noughties Spaghetti Dress - Dresses for Women from DressBerry at Rs. 449. Style ID: 16056620,"DressBerry Women Elegant Lavender Polka Dotted Noughties Spaghetti Dress,  DressBerry, Dresses, Dress, Apparel, Apparel for Women, Buy DressBerry Women Elegant Lavender Polka Dotted Noughties Spaghetti Dress Online in India, Buy Dresses at best price"
kurtas/zola/zola-women-maroon-ethnic-motifs-embroidered-keyhole-neck-chikankari-kurta/15203874/buy,"['clothing', 'women-clothing', 'kurtas', 'zola-kurtas']","118 HIGH TECH CAVES RD JOGESHWARI EAST Mumbai Suburban Maharashtra 400060 Mumbai , Maharashtra - 400060",Buy ZOLA Women Maroon Ethnic Motifs Embroidered Keyhole Neck Chikankari Kurta - Kurtas for Women from ZOLA at Rs. 2008. Style ID: 15203874,"ZOLA Women Maroon Ethnic Motifs Embroidered Keyhole Neck Chikankari Kurta,  ZOLA, Kurtas, Topwear, Apparel, Apparel for Women, Buy ZOLA Women Maroon Ethnic Motifs Embroidered Keyhole Neck Chikankari Kurta Online in India, Buy Kurtas at best price"
jackets/urbanic/urbanic-women-charcoal-grey-cotton-sleeveless-denim-jacket/15850060/buy,"['clothing', 'women-clothing', 'jackets', 'urbanic-jackets']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy URBANIC Women Charcoal Grey Cotton Sleeveless Denim Jacket - Jackets for Women from URBANIC at Rs. 1351. Style ID: 15850060,"URBANIC Women Charcoal Grey Cotton Sleeveless Denim Jacket,  URBANIC, Jackets, Topwear, Apparel, Apparel for Women, Buy URBANIC Women Charcoal Grey Cotton Sleeveless Denim Jacket Online in India, Buy Jackets at best price"
trousers/park-avenue/park-avenue-men-grey-solid-mid-rise-regular-fit-formal-trousers/17769418/buy,"['clothing', 'men-clothing', 'trousers', 'park-avenue-trousers']","10, Cabin No 17, PVR Plaza Building, H Block, Connaught CircusDelhi , Delhi - 110001",Buy Park Avenue Men Grey Solid Mid Rise Regular Fit Formal Trousers - Trousers for Men from Park Avenue at Rs. 1319. Style ID: 17769418,"Park Avenue Men Grey Solid Mid Rise Regular Fit Formal Trousers,  Park Avenue, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Park Avenue Men Grey Solid Mid Rise Regular Fit Formal Trousers Online in India, Buy Trousers at best price"
suits/klotthe/-klotthe-men-black-checked-single-breasted-slim-fit-2-piece-party-suit-/17879090/buy,"['clothing', 'men-clothing', 'suits', 'klotthe-suits']","A-27/1, Commercial Market,GovindpuramGhaziabad , Uttar pradesh - 201013",Buy KLOTTHE Men Black Checked Single Breasted Slim Fit 2 Piece Party Suit - Suits for Men from KLOTTHE at Rs. 3919. Style ID: 17879090,"KLOTTHE Men Black Checked Single Breasted Slim Fit 2 Piece Party Suit,  KLOTTHE, Suits, Apparel Set, Apparel, Apparel for Men, Buy KLOTTHE Men Black Checked Single Breasted Slim Fit 2 Piece Party Suit Online in India, Buy Suits at best price"
night-suits/sweet-dreams/sweet-dreams-women-mauve-camouflage-sleep-staple-night-suit/17902614/buy,"['clothing', 'women-clothing', 'night-suits', 'sweet-dreams-night-suits']","SURVEY NO 177, NR EICHER SERVICE CENTREAhmedabad , Gujarat - 382405",Buy Sweet Dreams Women Mauve Camouflage Sleep Staple Night Suit - Night Suits for Women from Sweet Dreams at Rs. 1151. Style ID: 17902614,"Sweet Dreams Women Mauve Camouflage Sleep Staple Night Suit,  Sweet Dreams, Night Suits, Loungewear And Nightwear, Apparel, Apparel for Women, Buy Sweet Dreams Women Mauve Camouflage Sleep Staple Night Suit Online in India, Buy Night Suits at best price"
trousers/van-heusen/van-heusen-men-black-slim-fit-formal-trousers/18237560/buy,"['clothing', 'men-clothing', 'trousers', 'van-heusen-trousers']","5A/19,Ground Floor ( Front Portion),Ansari Raod,DaryaganjDelhi , Delhi - 110002",Buy Van Heusen Men Black Slim Fit Formal Trousers - Trousers for Men from Van Heusen at Rs. 1149. Style ID: 18237560,"Van Heusen Men Black Slim Fit Formal Trousers,  Van Heusen, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Van Heusen Men Black Slim Fit Formal Trousers Online in India, Buy Trousers at best price"
lehenga-choli/shopgarb/shopgarb-yellow-embroidered-shibori-semi-stitched-lehenga--unstitched-blouse-with-dupatta/16875474/buy,"['clothing', 'women-clothing', 'lehenga-choli', 'shopgarb-lehenga-choli']","FF, 84-85, MANIBA PARK SOC,PUNAGAM, PUNAGAM ROAD, Surat, GujaratSurat , Gujarat - 395010",Buy SHOPGARB Yellow Embroidered Shibori Semi Stitched Lehenga & Unstitched Blouse With Dupatta - Lehenga Choli for Women from SHOPGARB at Rs. 3600. Style ID: 16875474,"SHOPGARB Yellow Embroidered Shibori Semi Stitched Lehenga & Unstitched Blouse With Dupatta,  SHOPGARB, Lehenga Choli, Topwear, Apparel, Apparel for Women, Buy SHOPGARB Yellow Embroidered Shibori Semi Stitched Lehenga & Unstitched Blouse With Dupatta Online in India, Buy Lehenga Choli at best price"
tshirts/puma/puma-boys-blue--orange-typography-printed-t-shirt/16464246/buy,"['clothing', 'boys-clothing', 'tshirts', 'puma-tshirts']","Puma sports India Pvt Ltd/ Word Cat India Pvt Ltd. 496, Mahadevapura Main RoadNext to Hewlett Packard Service Gate, Mahadevapura, BangaloreBengaluru , Karnataka - 560048",Buy Puma Boys Blue & Orange Typography Printed T Shirt - Tshirts for Boys from Puma at Rs. 824. Style ID: 16464246,"Puma Boys Blue & Orange Typography Printed T Shirt,  Puma, Tshirts, Topwear, Apparel, Apparel for Boys, Buy Puma Boys Blue & Orange Typography Printed T Shirt Online in India, Buy Tshirts at best price"
shirts/red-tape/red-tape-men-blue-striped-casual-shirt/18496136/buy,"['clothing', 'men-clothing', 'shirts', 'red-tape-shirts']","14/6, MIRZA INTERNATIONAL LIMITED REGISTERED AND HEAD OFFICE, CIVIL LINES, KANPUR, Kanpur Nagar, Uttar Pradesh, 208001Kanpur , Uttar Pradesh - 208001",Buy Red Tape Men Blue Striped Casual Shirt - Shirts for Men from Red Tape at Rs. 979. Style ID: 18496136,"Red Tape Men Blue Striped Casual Shirt,  Red Tape, Shirts, Topwear, Apparel, Apparel for Men, Buy Red Tape Men Blue Striped Casual Shirt Online in India, Buy Shirts at best price"
tops/defacto/defacto-white-self-design-crop-top/17853832/buy,"['clothing', 'women-clothing', 'tops', 'defacto-tops']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy DeFacto White Self Design Crop Top - Tops for Women from DeFacto at Rs. 1279. Style ID: 17853832,"DeFacto White Self Design Crop Top,  DeFacto, Tops, Topwear, Apparel, Apparel for Women, Buy DeFacto White Self Design Crop Top Online in India, Buy Tops at best price"
dresses/trendyol/trendyol-women-blue-ruched-wrap-dress-comes-with-a-belt/17800770/buy,"['clothing', 'women-clothing', 'dresses', 'trendyol-dresses']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy Trendyol Women Blue Ruched Wrap Dress Comes With A Belt - Dresses for Women from Trendyol at Rs. 2099. Style ID: 17800770,"Trendyol Women Blue Ruched Wrap Dress Comes With A Belt,  Trendyol, Dresses, Dress, Apparel, Apparel for Women, Buy Trendyol Women Blue Ruched Wrap Dress Comes With A Belt Online in India, Buy Dresses at best price"
