prod_link,tags,seller_address,meta_description,meta_keyword
shampoo-and-conditioner/loreal/loreal-paris-colour-protect-shampoo--conditioner/15060634/buy,"['personal-care', 'unisex-personal-care', 'shampoo-and-conditioner', 'loreal-shampoo-and-conditioner']","11th Floor, Flat No. 1106, 1107, 26, Kailash, Kasturba Gandhi Marg, New Delhi, New Delhi, Delhi, 110001Delhi , Delhi - 110001",Buy LOreal Paris Colour Protect Shampoo & Conditioner - Shampoo And Conditioner for Unisex from LOreal at Rs. 568. Style ID: 15060634,"LOreal Paris Colour Protect Shampoo & Conditioner,  LOreal, Shampoo And Conditioner, Hair, Personal Care, Personal Care for Unisex, Buy LOreal Paris Colour Protect Shampoo & Conditioner Online in India, Buy Shampoo And Conditioner at best price"
sunglasses/voyage/voyage-women-black-lens-rectangle-sunglasses-with-uv-protected-lens-b80389mg3456c-/14582858/buy,"['accessories', 'women-accessories', 'sunglasses', 'voyage-sunglasses']","C7/31, SECTOR -7ROHINIDelhi , Delhi - 110085",Buy Voyage Women Black Lens Rectangle Sunglasses With UV Protected Lens B80389MG3456C - Sunglasses for Women from Voyage at Rs. 792. Style ID: 14582858,"Voyage Women Black Lens Rectangle Sunglasses With UV Protected Lens B80389MG3456C,  Voyage, Sunglasses, Eyewear, Accessories, Accessories for Women, Buy Voyage Women Black Lens Rectangle Sunglasses With UV Protected Lens B80389MG3456C Online in India, Buy Sunglasses at best price"
briefs/dollar-missy/dollar-missy-women-pack-of-4-printed-hipster-panties/17212582/buy,"['clothing', 'women-clothing', 'briefs', 'dollar-missy-briefs']","32 J.L NEHRU ROAD OM TOWER 12TH FLOOR KOLKATA-700071Kolkata , West Bengal - 700071",Buy Dollar Missy Women Pack Of 4 Printed Hipster Panties - Briefs for Women from Dollar Missy at Rs. 512. Style ID: 17212582,"Dollar Missy Women Pack Of 4 Printed Hipster Panties,  Dollar Missy, Briefs, Innerwear, Apparel, Apparel for Women, Buy Dollar Missy Women Pack Of 4 Printed Hipster Panties Online in India, Buy Briefs at best price"
briefs/amante/amante-women-pack-of-3-printed-bikini-briefs/17495772/buy,"['clothing', 'women-clothing', 'briefs', 'amante-briefs']","INTIMI INDIA PRIVATE LIMITED C/O.Expeditors International (India) Pvt LtdChennai , Tamil Nadu - 600067",Buy Amante Women Pack Of 3 Printed Bikini Briefs - Briefs for Women from Amante at Rs. 545. Style ID: 17495772,"Amante Women Pack Of 3 Printed Bikini Briefs,  Amante, Briefs, Innerwear, Apparel, Apparel for Women, Buy Amante Women Pack Of 3 Printed Bikini Briefs Online in India, Buy Briefs at best price"
leggings/go-colors/go-colors-women-grey-solid-cotton-three-fourth-leggings/15329002/buy,"['clothing', 'women-clothing', 'leggings', 'go-colors-leggings']","8/626, A V P Layout, Angeripalayam Main RoadTiruppur , Tamil Nadu - 641603",Buy Go Colors Women Grey Solid Cotton Three Fourth Leggings - Leggings for Women from Go Colors at Rs. 549. Style ID: 15329002,"Go Colors Women Grey Solid Cotton Three Fourth Leggings,  Go Colors, Leggings, Bottomwear, Apparel, Apparel for Women, Buy Go Colors Women Grey Solid Cotton Three Fourth Leggings Online in India, Buy Leggings at best price"
casual-shoes/mochi/mochi-women-white-ballerinas-with-bows-flats/16047392/buy,"['footwear', 'women-footwear', 'casual-shoes', 'mochi-casual-shoes']","Metro Brands Limited,Building no.B-3 Gala No.3,Bhagwan Sheth Estate,purna Village,Taluka Bhiwandi, Dist-ThaneBhiwandi , Maharashtra - 421302",Buy Mochi Women White Ballerinas With Bows Flats - Casual Shoes for Women from Mochi at Rs. 3990. Style ID: 16047392,"Mochi Women White Ballerinas With Bows Flats,  Mochi, Casual Shoes, Shoes, Footwear, Footwear for Women, Buy Mochi Women White Ballerinas With Bows Flats Online in India, Buy Casual Shoes at best price"
lounge-pants/x2o/x2o-kids-pack-of-4-cotton-lounge-pants/13669660/buy,"['clothing', 'unisex-kids-clothing', 'lounge-pants', 'x2o-lounge-pants']",,Buy X2o Kids Pack Of 4 Cotton Lounge Pants - Lounge Pants for Unisex Kids from X2o at Rs. 727. Style ID: 13669660,"X2o Kids Pack Of 4 Cotton Lounge Pants,  X2o, Lounge Pants, Loungewear And Nightwear, Apparel, Apparel for Unisex Kids, Buy X2o Kids Pack Of 4 Cotton Lounge Pants Online in India, Buy Lounge Pants at best price"
tshirts/allen-solly/allen-solly-men-blue--white-typography-striped-polo-collar-pure-cotton-t-shirt/17240742/buy,"['clothing', 'men-clothing', 'tshirts', 'allen-solly-tshirts']","5A/19,Ground Floor ( Front Portion),Ansari Raod,DaryaganjDelhi , Delhi - 110002",Buy Allen Solly Men Blue & White Typography Striped Polo Collar Pure Cotton T Shirt - Tshirts for Men from Allen Solly at Rs. 959. Style ID: 17240742,"Allen Solly Men Blue & White Typography Striped Polo Collar Pure Cotton T Shirt,  Allen Solly, Tshirts, Topwear, Apparel, Apparel for Men, Buy Allen Solly Men Blue & White Typography Striped Polo Collar Pure Cotton T Shirt Online in India, Buy Tshirts at best price"
trousers/broadstar/broadstar-women-pink-straight-fit-high-rise-trousers/16618880/buy,"['clothing', 'women-clothing', 'trousers', 'broadstar-trousers']","8A/6, GEETA COLONY, DELHI-110031Delhi , Delhi - 110031",Buy BROADSTAR Women Pink Straight Fit High Rise Trousers - Trousers for Women from BROADSTAR at Rs. 1999. Style ID: 16618880,"BROADSTAR Women Pink Straight Fit High Rise Trousers,  BROADSTAR, Trousers, Bottomwear, Apparel, Apparel for Women, Buy BROADSTAR Women Pink Straight Fit High Rise Trousers Online in India, Buy Trousers at best price"
dupatta/dupatta-bazaar/dupatta-bazaar-grey-solid-dupatta/12866570/buy,"['clothing', 'women-clothing', 'dupatta', 'dupatta-bazaar-dupatta']","401 Garnet Palladium, Behind Express ZoneGoregoan East, MumbaiMumbai , Maharashtra - 400063",Buy Dupatta Bazaar Grey Solid Dupatta - Dupatta for Women from Dupatta Bazaar at Rs. 419. Style ID: 12866570,"Dupatta Bazaar Grey Solid Dupatta,  Dupatta Bazaar, Dupatta, Topwear, Apparel, Apparel for Women, Buy Dupatta Bazaar Grey Solid Dupatta Online in India, Buy Dupatta at best price"
shirts/the-bear-house/the-bear-house-men-blue--purple-pure-cotton-classic-slim-fit-checked-flannel-shirt/16886638/buy,"['clothing', 'men-clothing', 'shirts', 'the-bear-house-shirts']","540, 1st C Main Rd, Nanjappa Reddy LayoutKoramangala 8th Block, BengaluruBengaluru , Karnataka - 560095",Buy THE BEAR HOUSE Men Blue & Purple Pure Cotton Classic Slim Fit Checked Flannel Shirt - Shirts for Men from THE BEAR HOUSE at Rs. 1372. Style ID: 16886638,"THE BEAR HOUSE Men Blue & Purple Pure Cotton Classic Slim Fit Checked Flannel Shirt,  THE BEAR HOUSE, Shirts, Topwear, Apparel, Apparel for Men, Buy THE BEAR HOUSE Men Blue & Purple Pure Cotton Classic Slim Fit Checked Flannel Shirt Online in India, Buy Shirts at best price"
tshirts/tinted/tinted-men-brown-solid-round-neck-t-shirt/2485246/buy,"['clothing', 'men-clothing', 'tshirts', 'tinted-tshirts']","Lower Ground Floor, B-24,Sector-2, Noida, Gautam Buddha Nagar,Noida , Uttar pradesh - 201301",Buy Tinted Men Brown Solid Round Neck T Shirt - Tshirts for Men from Tinted at Rs. 588. Style ID: 2485246,"Tinted Men Brown Solid Round Neck T Shirt,  Tinted, Tshirts, Topwear, Apparel, Apparel for Men, Buy Tinted Men Brown Solid Round Neck T Shirt Online in India, Buy Tshirts at best price"
shorts/tokyo-talkies/tokyo-talkies-women-beige-solid-regular-fit-cargo-shorts/12391754/buy,"['clothing', 'women-clothing', 'shorts', 'tokyo-talkies-shorts']","5th Floor, Office No 504, Punj Essen House, 17-18, Nehru PlaceDelhi , Delhi - 110019",Buy Tokyo Talkies Women Beige Solid Regular Fit Cargo Shorts - Shorts for Women from Tokyo Talkies at Rs. 739. Style ID: 12391754,"Tokyo Talkies Women Beige Solid Regular Fit Cargo Shorts,  Tokyo Talkies, Shorts, Bottomwear, Apparel, Apparel for Women, Buy Tokyo Talkies Women Beige Solid Regular Fit Cargo Shorts Online in India, Buy Shorts at best price"
dresses/kalini/kalini-yellow-ethnic-motifs-maxi-dress/18363272/buy,"['clothing', 'women-clothing', 'dresses', 'kalini-dresses']","PLOT 77-78 INSIDE JAIPUR GATE,SANGANER ,JAIPURsanganerJaipur , RAJASTHAN - 302029",Buy KALINI Yellow Ethnic Motifs Maxi Dress - Dresses for Women from KALINI at Rs. 835. Style ID: 18363272,"KALINI Yellow Ethnic Motifs Maxi Dress,  KALINI, Dresses, Dress, Apparel, Apparel for Women, Buy KALINI Yellow Ethnic Motifs Maxi Dress Online in India, Buy Dresses at best price"
tops/tokyo-talkies/tokyo-talkies-green-solid-high-neck-crop-top/16612404/buy,"['clothing', 'women-clothing', 'tops', 'tokyo-talkies-tops']","5th Floor, Office No 504, Punj Essen House, 17-18, Nehru PlaceDelhi , Delhi - 110019",Buy Tokyo Talkies Green Solid High Neck Crop Top - Tops for Women from Tokyo Talkies at Rs. 519. Style ID: 16612404,"Tokyo Talkies Green Solid High Neck Crop Top,  Tokyo Talkies, Tops, Topwear, Apparel, Apparel for Women, Buy Tokyo Talkies Green Solid High Neck Crop Top Online in India, Buy Tops at best price"
formal-shoes/red-chief/red-chief-men-black-solid-leather-formal-slip-ons/11348060/buy,"['footwear', 'men-footwear', 'formal-shoes', 'red-chief-formal-shoes']","119, 120, 121, BLOCK P AND T, FAZAL GANJ, KALPI ROAD, KANPUR, Kanpur Nagar, Uttar Pradesh, 208012Kanpur , Uttar Pradesh - 208012",Buy Red Chief Men Black Solid Leather Formal Slip Ons - Formal Shoes for Men from Red Chief at Rs. 2895. Style ID: 11348060,"Red Chief Men Black Solid Leather Formal Slip Ons,  Red Chief, Formal Shoes, Shoes, Footwear, Footwear for Men, Buy Red Chief Men Black Solid Leather Formal Slip Ons Online in India, Buy Formal Shoes at best price"
formal-shoes/red-chief/red-chief-men-tan-brown-solid-leather-formal-slip-on-shoes/11348050/buy,"['footwear', 'men-footwear', 'formal-shoes', 'red-chief-formal-shoes']","119, 120, 121, BLOCK P AND T, FAZAL GANJ, KALPI ROAD, KANPUR, Kanpur Nagar, Uttar Pradesh, 208012Kanpur , Uttar Pradesh - 208012",Buy Red Chief Men Tan Brown Solid Leather Formal Slip On Shoes - Formal Shoes for Men from Red Chief at Rs. 2895. Style ID: 11348050,"Red Chief Men Tan Brown Solid Leather Formal Slip On Shoes,  Red Chief, Formal Shoes, Shoes, Footwear, Footwear for Men, Buy Red Chief Men Tan Brown Solid Leather Formal Slip On Shoes Online in India, Buy Formal Shoes at best price"
formal-shoes/delize/delize-men-tan-brown-solid-formal-slip-on-shoes/16278732/buy,"['footwear', 'men-footwear', 'formal-shoes', 'delize-formal-shoes']","C-12, SITE-B, INDUSTRIAL AREA, SIKANDRANoida , Uttar Pradesh - 282007",Buy Delize Men Tan Brown Solid Formal Slip On Shoes - Formal Shoes for Men from Delize at Rs. 2834. Style ID: 16278732,"Delize Men Tan Brown Solid Formal Slip On Shoes,  Delize, Formal Shoes, Shoes, Footwear, Footwear for Men, Buy Delize Men Tan Brown Solid Formal Slip On Shoes Online in India, Buy Formal Shoes at best price"
formal-shoes/delize/delize-men-tan-solid-leather-formal-brogues/16278728/buy,"['footwear', 'men-footwear', 'formal-shoes', 'delize-formal-shoes']","C-12, SITE-B, INDUSTRIAL AREA, SIKANDRANoida , Uttar Pradesh - 282007",Buy Delize Men Tan Solid Leather Formal Brogues - Formal Shoes for Men from Delize at Rs. 2834. Style ID: 16278728,"Delize Men Tan Solid Leather Formal Brogues,  Delize, Formal Shoes, Shoes, Footwear, Footwear for Men, Buy Delize Men Tan Solid Leather Formal Brogues Online in India, Buy Formal Shoes at best price"
formal-shoes/bata/bata-men-brown-solid-leather-formal-derbys/16628042/buy,"['footwear', 'men-footwear', 'formal-shoes', 'bata-formal-shoes']","BATA INDIA LTDGurugram , Haryana - 122504",Buy Bata Men Brown Solid Leather Formal Derbys - Formal Shoes for Men from Bata at Rs. 3299. Style ID: 16628042,"Bata Men Brown Solid Leather Formal Derbys,  Bata, Formal Shoes, Shoes, Footwear, Footwear for Men, Buy Bata Men Brown Solid Leather Formal Derbys Online in India, Buy Formal Shoes at best price"
formal-shoes/mochi/mochi-men-brown-solid-leather-formal-slip-on-shoes/11783918/buy,"['footwear', 'men-footwear', 'formal-shoes', 'mochi-formal-shoes']","Metro Brands Limited,Building no.B-3 Gala No.3,Bhagwan Sheth Estate,purna Village,Taluka Bhiwandi, Dist-ThaneBhiwandi , Maharashtra - 421302",Buy Mochi Men Brown Solid Leather Formal Slip On Shoes - Formal Shoes for Men from Mochi at Rs. 2593. Style ID: 11783918,"Mochi Men Brown Solid Leather Formal Slip On Shoes,  Mochi, Formal Shoes, Shoes, Footwear, Footwear for Men, Buy Mochi Men Brown Solid Leather Formal Slip On Shoes Online in India, Buy Formal Shoes at best price"
jackets/mast--harbour/mast--harbour-women-blue--white-colourblocked-hooded-tailored-jacket/14485254/buy,"['clothing', 'women-clothing', 'jackets', 'mast-and-harbour-jackets']","Awfis, 7th floor, HM Vibha Tower, 25 Laskar Hosur Road, Adugodi, Bengalore 560029Bengaluru , Karnataka - 560029",Buy Mast & Harbour Women Blue & White Colourblocked Hooded Tailored Jacket - Jackets for Women from Mast & Harbour at Rs. 809. Style ID: 14485254,"Mast & Harbour Women Blue & White Colourblocked Hooded Tailored Jacket,  Mast & Harbour, Jackets, Topwear, Apparel, Apparel for Women, Buy Mast & Harbour Women Blue & White Colourblocked Hooded Tailored Jacket Online in India, Buy Jackets at best price"
shirts/locomotive/locomotive-men-rust-slim-fit-cotton-casual-shirt/17504886/buy,"['clothing', 'men-clothing', 'shirts', 'locomotive-shirts']","5A/19,Ground Floor ( Front Portion),Ansari Raod,DaryaganjDelhi , Delhi - 110002",Buy LOCOMOTIVE Men Rust Slim Fit Cotton Casual Shirt - Shirts for Men from LOCOMOTIVE at Rs. 591. Style ID: 17504886,"LOCOMOTIVE Men Rust Slim Fit Cotton Casual Shirt,  LOCOMOTIVE, Shirts, Topwear, Apparel, Apparel for Men, Buy LOCOMOTIVE Men Rust Slim Fit Cotton Casual Shirt Online in India, Buy Shirts at best price"
tshirts/ed-a-mamma/ed-a-mamma-boys-green--white-typography-printed-t-shirt/18007534/buy,"['clothing', 'boys-clothing', 'tshirts', 'ed-a-mamma-tshirts']","1A GIGI HOUSE SILVER BEACH ESTATEMumbai , Maharashtra - 400054",Buy Ed A Mamma Boys Green & White Typography Printed T Shirt - Tshirts for Boys from Ed A Mamma at Rs. 629. Style ID: 18007534,"Ed A Mamma Boys Green & White Typography Printed T Shirt,  Ed A Mamma, Tshirts, Topwear, Apparel, Apparel for Boys, Buy Ed A Mamma Boys Green & White Typography Printed T Shirt Online in India, Buy Tshirts at best price"
formal-shoes/four-star-truck-sales/four-star-truck-sales-men-tan-brown-solid-formal-loafers/17116116/buy,"['footwear', 'men-footwear', 'formal-shoes', 'four-star-truck-sales-formal-shoes']","GHOORPURA, DAHTORAAgra, Uttar Pradesh, 282007Agra , Uttar pradesh - 282007",Buy FOUR STAR TRUCK SALES Men Tan Brown Solid Formal Loafers - Formal Shoes for Men from FOUR STAR TRUCK SALES at Rs. 659. Style ID: 17116116,"FOUR STAR TRUCK SALES Men Tan Brown Solid Formal Loafers,  FOUR STAR TRUCK SALES, Formal Shoes, Shoes, Footwear, Footwear for Men, Buy FOUR STAR TRUCK SALES Men Tan Brown Solid Formal Loafers Online in India, Buy Formal Shoes at best price"
formal-shoes/azzaro-black/azzaro-black-men-black-textured-formal-slip-on-shoes/13417986/buy,"['footwear', 'men-footwear', 'formal-shoes', 'azzaro-black-formal-shoes']","19/7D/3, GALI NO 1,KHATENA ROAD, LOHA MANDIAgra , Uttar pradesh - 282010",Buy Azzaro Black Men Black Textured Formal Slip On Shoes - Formal Shoes for Men from Azzaro Black at Rs. 1299. Style ID: 13417986,"Azzaro Black Men Black Textured Formal Slip On Shoes,  Azzaro Black, Formal Shoes, Shoes, Footwear, Footwear for Men, Buy Azzaro Black Men Black Textured Formal Slip On Shoes Online in India, Buy Formal Shoes at best price"
formal-shoes/azzaro-black/azzaro-black-men-black-solid-formal-derbys/12499748/buy,"['footwear', 'men-footwear', 'formal-shoes', 'azzaro-black-formal-shoes']","19/7D/3, GALI NO 1,KHATENA ROAD, LOHA MANDIAgra , Uttar pradesh - 282010",Buy Azzaro Black Men Black Solid Formal Derbys - Formal Shoes for Men from Azzaro Black at Rs. 1299. Style ID: 12499748,"Azzaro Black Men Black Solid Formal Derbys,  Azzaro Black, Formal Shoes, Shoes, Footwear, Footwear for Men, Buy Azzaro Black Men Black Solid Formal Derbys Online in India, Buy Formal Shoes at best price"
earrings/kushals-fashion-jewellery/kushals-fashion-jewellery-white-contemporary-studs-earrings/18301570/buy,"['accessories', 'women-accessories', 'earrings', ""kushal's-fashion-jewellery-earrings""]","54/2, 2nd Floor, Above State Bank of India,Police Station Road, BasavangudiBengaluru , Karnataka - 560004",Buy Kushal's Fashion Jewellery White Contemporary Studs Earrings - Earrings for Women from Kushal's Fashion Jewellery at Rs. 215. Style ID: 18301570,"Kushal's Fashion Jewellery White Contemporary Studs Earrings,  Kushal's Fashion Jewellery, Earrings, Jewellery, Accessories, Accessories for Women, Buy Kushal's Fashion Jewellery White Contemporary Studs Earrings Online in India, Buy Earrings at best price"
shorts/i-saw-it-first/i-saw-it-first-women-beige-striped-high-rise-shorts/17365722/buy,"['clothing', 'women-clothing', 'shorts', 'i-saw-it-first-shorts']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy I Saw It First Women Beige Striped High Rise Shorts - Shorts for Women from I Saw It First at Rs. 1399. Style ID: 17365722,"I Saw It First Women Beige Striped High Rise Shorts,  I Saw It First, Shorts, Bottomwear, Apparel, Apparel for Women, Buy I Saw It First Women Beige Striped High Rise Shorts Online in India, Buy Shorts at best price"
flip-flops/ipanema/ipanema-women-pink-printed-slip-on/18737336/buy,"['footwear', 'women-footwear', 'flip-flops', 'ipanema-flip-flops']","GROUND FLOOR, S-353, PANCHSHEEL PARK, NEW DELHI, South DelhiDelhi , Delhi - 110017",Buy IPanema Women Pink Printed Slip On - Flip Flops for Women from IPanema at Rs. 999. Style ID: 18737336,"IPanema Women Pink Printed Slip On,  IPanema, Flip Flops, Flip Flops, Footwear, Footwear for Women, Buy IPanema Women Pink Printed Slip On Online in India, Buy Flip Flops at best price"
shampoo-and-conditioner/vitro/-vitro-set-of-2-aloe-jojoba-shampoo/18496730/buy,"['personal-care', 'unisex-personal-care', 'shampoo-and-conditioner', 'vitro-shampoo-and-conditioner']","E-971, 972, G-973, 974Phase- III, Biotech Park, Sitapura, Ind. EstateJaipur , RAJASTHAN - 302022",Buy VITRO Set Of 2 Aloe Jojoba Shampoo - Shampoo And Conditioner for Unisex from VITRO at Rs. 318. Style ID: 18496730,"VITRO Set Of 2 Aloe Jojoba Shampoo,  VITRO, Shampoo And Conditioner, Hair, Personal Care, Personal Care for Unisex, Buy VITRO Set Of 2 Aloe Jojoba Shampoo Online in India, Buy Shampoo And Conditioner at best price"
lipstick/mamaearth/mamaearth-naturally-matte-lip-serum---matte-liquid-lipstick-with-vitamin-c---chirpy-cherry/16631904/buy,"['personal-care', 'women-personal-care', 'lipstick', 'mamaearth-lipstick']","Plot No 63, 4th Floor, BLM TOWERS,GALI NO. 7SECTOR-44, Gurgaon, Gurgaon, Haryana,Gurugram , Haryana - 122003",Buy Mamaearth Naturally Matte Lip Serum   Matte Liquid Lipstick With Vitamin C   Chirpy Cherry - Lipstick for Women from Mamaearth at Rs. 551. Style ID: 16631904,"Mamaearth Naturally Matte Lip Serum   Matte Liquid Lipstick With Vitamin C   Chirpy Cherry,  Mamaearth, Lipstick, Lips, Personal Care, Personal Care for Women, Buy Mamaearth Naturally Matte Lip Serum   Matte Liquid Lipstick With Vitamin C   Chirpy Cherry Online in India, Buy Lipstick at best price"
backpacks/united-colors-of-benetton/united-colors-of-benetton-women-yellow-solid-backpack-with-quilted-detail/14313048/buy,"['accessories', 'women-accessories', 'backpacks', 'united-colors-of-benetton-backpacks']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy United Colors Of Benetton Women Yellow Solid Backpack With Quilted Detail - Backpacks for Women from United Colors Of Benetton at Rs. 3654. Style ID: 14313048,"United Colors Of Benetton Women Yellow Solid Backpack With Quilted Detail,  United Colors Of Benetton, Backpacks, Bags, Accessories, Accessories for Women, Buy United Colors Of Benetton Women Yellow Solid Backpack With Quilted Detail Online in India, Buy Backpacks at best price"
dresses/the-mom-store/the-mom-store-cream-coloured--pink-striped-liva-maternity-maxi-dress/17574554/buy,"['clothing', 'women-clothing', 'dresses', 'the-mom-store-dresses']","The Mom Store, Survey No. 3/1, First Floor, Kempapura Main Road, Yemlur, Bangalore-560037Bengaluru , Karnataka - 560037",Buy The Mom Store Cream Coloured & Pink Striped Liva Maternity Maxi Dress - Dresses for Women from The Mom Store at Rs. 1599. Style ID: 17574554,"The Mom Store Cream Coloured & Pink Striped Liva Maternity Maxi Dress,  The Mom Store, Dresses, Dress, Apparel, Apparel for Women, Buy The Mom Store Cream Coloured & Pink Striped Liva Maternity Maxi Dress Online in India, Buy Dresses at best price"
