prod_link,tags,seller_address,meta_description,meta_keyword
kurtis/anubhutee/anubhutee-women-blue--golden-printed-kurti-/10890042/buy,"['clothing', 'women-clothing', 'kurtis', 'anubhutee-kurtis']","2nd Floor, NO. 39, NGEF Lane, Indiranagar First StageBangaloreBengaluru , Karnataka - 560038",Buy Anubhutee Women Blue & Golden Printed Kurti - Kurtis for Women from Anubhutee at Rs. 626. Style ID: 10890042,"Anubhutee Women Blue & Golden Printed Kurti,  Anubhutee, Kurtis, Topwear, Apparel, Apparel for Women, Buy Anubhutee Women Blue & Golden Printed Kurti Online in India, Buy Kurtis at best price"
dresses/shae-by-sassafras/shae-by-sassafras-olive-green--maroon-floral-maxi-dress/15956990/buy,"['clothing', 'women-clothing', 'dresses', 'shae-by-sassafras-dresses']","KH No. 37/19, 3rd FloorKapasheraDelhi , Delhi - 110037",Buy Shae By SASSAFRAS Olive Green & Maroon Floral Maxi Dress - Dresses for Women from Shae By SASSAFRAS at Rs. 1349. Style ID: 15956990,"Shae By SASSAFRAS Olive Green & Maroon Floral Maxi Dress,  Shae By SASSAFRAS, Dresses, Dress, Apparel, Apparel for Women, Buy Shae By SASSAFRAS Olive Green & Maroon Floral Maxi Dress Online in India, Buy Dresses at best price"
kurtas/anouk/anouk-men-beige--red-printed-straight-kurta/12135156/buy,"['clothing', 'men-clothing', 'kurtas', 'anouk-kurtas']","Cabin No. 6, Property 2, Gujarat Vihar, Vikas Marg, New Delhi, Delhi, 110092Delhi , Delhi - 110092",Buy Anouk Men Beige & Red Printed Straight Kurta - Kurtas for Men from Anouk at Rs. 454. Style ID: 12135156,"Anouk Men Beige & Red Printed Straight Kurta,  Anouk, Kurtas, Topwear, Apparel, Apparel for Men, Buy Anouk Men Beige & Red Printed Straight Kurta Online in India, Buy Kurtas at best price"
heels/marc-loire/marc-loire-women-black-embellished-pu-heels/16854966/buy,"['footwear', 'women-footwear', 'heels', 'marc-loire-heels']","Plot No 426/1 First FloorRani Khera Road Village MundkaDelhi , Delhi - 110041",Buy Marc Loire Women Black Embellished PU Heels - Heels for Women from Marc Loire at Rs. 1171. Style ID: 16854966,"Marc Loire Women Black Embellished PU Heels,  Marc Loire, Heels, Shoes, Footwear, Footwear for Women, Buy Marc Loire Women Black Embellished PU Heels Online in India, Buy Heels at best price"
casual-shoes/skechers/skechers-girls-navy-blue-solid-slip-on-sneakers/17379082/buy,"['footwear', 'girls-footwear', 'casual-shoes', 'skechers-casual-shoes']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy Skechers Girls Navy Blue Solid Slip On Sneakers - Casual Shoes for Girls from Skechers at Rs. 1839. Style ID: 17379082,"Skechers Girls Navy Blue Solid Slip On Sneakers,  Skechers, Casual Shoes, Shoes, Footwear, Footwear for Girls, Buy Skechers Girls Navy Blue Solid Slip On Sneakers Online in India, Buy Casual Shoes at best price"
kurtas/ahika/ahika-women-black-floral-printed-kurta/16102560/buy,"['clothing', 'women-clothing', 'kurtas', 'ahika-kurtas']","Plot No.841/1 Road No.8Nr. Sagar Hotel , G.I.D.C SachinSurat , Gujarat - 394230",Buy AHIKA Women Black Floral Printed Kurta - Kurtas for Women from AHIKA at Rs. 681. Style ID: 16102560,"AHIKA Women Black Floral Printed Kurta,  AHIKA, Kurtas, Topwear, Apparel, Apparel for Women, Buy AHIKA Women Black Floral Printed Kurta Online in India, Buy Kurtas at best price"
jeans/v-mart/v-mart-men-blue-light-fade-jeans/18580876/buy,"['clothing', 'men-clothing', 'jeans', 'v-mart-jeans']","Plot No.862, Sector 19, Phase VUdyog Vihar, Industrial AreaGurugram , Haryana - 122016",Buy V Mart Men Blue Light Fade Jeans - Jeans for Men from V Mart at Rs. 765. Style ID: 18580876,"V Mart Men Blue Light Fade Jeans,  V Mart, Jeans, Bottomwear, Apparel, Apparel for Men, Buy V Mart Men Blue Light Fade Jeans Online in India, Buy Jeans at best price"
skirts/marks--spencer/marks--spencer-women-black--pink-floral-printed-tulip-skirt/17185180/buy,"['clothing', 'women-clothing', 'skirts', 'marks-and-spencer-skirts']","5A/19,Ground Floor ( Front Portion),Ansari Raod,DaryaganjDelhi , Delhi - 110002",Buy Marks & Spencer Women Black & Pink Floral Printed Tulip Skirt - Skirts for Women from Marks & Spencer at Rs. 2599. Style ID: 17185180,"Marks & Spencer Women Black & Pink Floral Printed Tulip Skirt,  Marks & Spencer, Skirts, Bottomwear, Apparel, Apparel for Women, Buy Marks & Spencer Women Black & Pink Floral Printed Tulip Skirt Online in India, Buy Skirts at best price"
flip-flops/campus/campus-men-navy-blue--green-flip-flops/15301478/buy,"['footwear', 'men-footwear', 'flip-flops', 'campus-flip-flops']","Khasra No-98/25, Swarn Park Kamruddin Nagar,Near Giriraj Dharam Kanta,New Delhi , Delhi - 110041",Buy Campus Men Navy Blue & Green Flip Flops - Flip Flops for Men from Campus at Rs. 424. Style ID: 15301478,"Campus Men Navy Blue & Green Flip Flops,  Campus, Flip Flops, Flip Flops, Footwear, Footwear for Men, Buy Campus Men Navy Blue & Green Flip Flops Online in India, Buy Flip Flops at best price"
jeans/i-saw-it-first/i-saw-it-first-women-blue-light-fade-mid-wash-high-rise-skinny-fit-stretchable-jeans/17403300/buy,"['clothing', 'women-clothing', 'jeans', 'i-saw-it-first-jeans']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy I Saw It First Women Blue Light Fade Mid Wash High Rise Skinny Fit Stretchable Jeans - Jeans for Women from I Saw It First at Rs. 3009. Style ID: 17403300,"I Saw It First Women Blue Light Fade Mid Wash High Rise Skinny Fit Stretchable Jeans,  I Saw It First, Jeans, Bottomwear, Apparel, Apparel for Women, Buy I Saw It First Women Blue Light Fade Mid Wash High Rise Skinny Fit Stretchable Jeans Online in India, Buy Jeans at best price"
dresses/inddus/inddus-women-black-solid-gown-with-heavy-embroidered-satin-jacket/11079916/buy,"['clothing', 'women-clothing', 'dresses', 'inddus-dresses']","4-B, Anjani TowerParle PointSurat , Gujarat - 395007",Buy Inddus Women Black Solid Gown With Heavy Embroidered Satin Jacket - Dresses for Women from Inddus at Rs. 2969. Style ID: 11079916,"Inddus Women Black Solid Gown With Heavy Embroidered Satin Jacket,  Inddus, Dresses, Dress, Apparel, Apparel for Women, Buy Inddus Women Black Solid Gown With Heavy Embroidered Satin Jacket Online in India, Buy Dresses at best price"
tshirts/united-colors-of-benetton/united-colors-of-benetton-men-green-polo-collar-t-shirt/17639690/buy,"['clothing', 'men-clothing', 'tshirts', 'united-colors-of-benetton-tshirts']","Village Babra Bakipur, Pataudi Road,Near Adani Logistic Park, ICD PatliGurugram , Haryana - 122503",Buy United Colors Of Benetton Men Green Polo Collar T Shirt - Tshirts for Men from United Colors Of Benetton at Rs. 1499. Style ID: 17639690,"United Colors Of Benetton Men Green Polo Collar T Shirt,  United Colors Of Benetton, Tshirts, Topwear, Apparel, Apparel for Men, Buy United Colors Of Benetton Men Green Polo Collar T Shirt Online in India, Buy Tshirts at best price"
track-pants/reebok/reebok-men-blue-solid-training-track-pants/17002882/buy,"['clothing', 'men-clothing', 'track-pants', 'reebok-track-pants']","Awfis, 7th floor, HM Vibha Tower, 25 Laskar Hosur Road, Adugodi, Bengalore 560029Bengaluru , Karnataka - 560029",Buy Reebok Men Blue Solid Training Track Pants - Track Pants for Men from Reebok at Rs. 1359. Style ID: 17002882,"Reebok Men Blue Solid Training Track Pants,  Reebok, Track Pants, Bottomwear, Apparel, Apparel for Men, Buy Reebok Men Blue Solid Training Track Pants Online in India, Buy Track Pants at best price"
tshirts/vero-moda/vero-moda-women-yellow-typography-printed-t-shirt/17665192/buy,"['clothing', 'women-clothing', 'tshirts', 'vero-moda-tshirts']","5A/19,Ground Floor ( Front Portion),Ansari Raod,DaryaganjDelhi , Delhi - 110002",Buy Vero Moda Women Yellow Typography Printed T Shirt - Tshirts for Women from Vero Moda at Rs. 599. Style ID: 17665192,"Vero Moda Women Yellow Typography Printed T Shirt,  Vero Moda, Tshirts, Topwear, Apparel, Apparel for Women, Buy Vero Moda Women Yellow Typography Printed T Shirt Online in India, Buy Tshirts at best price"
suits/louis-philippe/louis-philippe-navy-blue-slim-fit-self-design-single-breasted-three-piece-formal-suit/15536438/buy,"['clothing', 'men-clothing', 'suits', 'louis-philippe-suits']","Ground Floor, No 65/64, old No 65, 6th Block, Ward No 21, 2ndMain Road,Bengaluru , Karnataka - 560044",Buy Louis Philippe Navy Blue Slim Fit Self Design Single Breasted Three Piece Formal Suit - Suits for Men from Louis Philippe at Rs. 7799. Style ID: 15536438,"Louis Philippe Navy Blue Slim Fit Self Design Single Breasted Three Piece Formal Suit,  Louis Philippe, Suits, Apparel Set, Apparel, Apparel for Men, Buy Louis Philippe Navy Blue Slim Fit Self Design Single Breasted Three Piece Formal Suit Online in India, Buy Suits at best price"
watches/guess/guess-women-rose-gold-toned-embellished-analogue-multi-function-watch-gw0320l3/16871712/buy,"['accessories', 'women-accessories', 'watches', 'guess-watches']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy GUESS Women Rose Gold Toned Embellished Analogue Multi Function Watch GW0320L3 - Watches for Women from GUESS at Rs. 10335. Style ID: 16871712,"GUESS Women Rose Gold Toned Embellished Analogue Multi Function Watch GW0320L3,  GUESS, Watches, Watches, Accessories, Accessories for Women, Buy GUESS Women Rose Gold Toned Embellished Analogue Multi Function Watch GW0320L3 Online in India, Buy Watches at best price"
dresses/revolution/revolution-plus-size-burgundy-a-line-midi-dress/17937048/buy,"['clothing', 'women-clothing', 'dresses', 'revolution-dresses']","203 ShahpurjatDilip Singh ChowkDelhi , Delhi - 110049",Buy Revolution Plus Size Burgundy A Line Midi Dress - Dresses for Women from Revolution at Rs. 1932. Style ID: 17937048,"Revolution Plus Size Burgundy A Line Midi Dress,  Revolution, Dresses, Dress, Apparel, Apparel for Women, Buy Revolution Plus Size Burgundy A Line Midi Dress Online in India, Buy Dresses at best price"
dresses/flambeur/flambeur-women-plus-size-green-self-design-a-line-dress/14098054/buy,"['clothing', 'women-clothing', 'dresses', 'flambeur-dresses']","F-6,7 Arya Samaj RoadDelhi , Delhi - 110059",Buy Flambeur Women Plus Size Green Self Design A Line Dress - Dresses for Women from Flambeur at Rs. 1481. Style ID: 14098054,"Flambeur Women Plus Size Green Self Design A Line Dress,  Flambeur, Dresses, Dress, Apparel, Apparel for Women, Buy Flambeur Women Plus Size Green Self Design A Line Dress Online in India, Buy Dresses at best price"
tops/tokyo-talkies/tokyo-talkies-women-black-regular-top/15136546/buy,"['clothing', 'women-clothing', 'tops', 'tokyo-talkies-tops']","5th Floor, Office No 504, Punj Essen House, 17-18, Nehru PlaceDelhi , Delhi - 110019",Buy Tokyo Talkies Women Black Regular Top - Tops for Women from Tokyo Talkies at Rs. 319. Style ID: 15136546,"Tokyo Talkies Women Black Regular Top,  Tokyo Talkies, Tops, Topwear, Apparel, Apparel for Women, Buy Tokyo Talkies Women Black Regular Top Online in India, Buy Tops at best price"
