prod_link,tags,seller_address,meta_description,meta_keyword
track-pants/mkh/mkh-men-grey-melange--black-checked-track-pants/16377962/buy,"['clothing', 'men-clothing', 'track-pants', 'mkh-track-pants']","77, BAL SINGH NAGAR, STREET No.11, LUDHIANA, Ludhiana, Punjab, 141007Ludhiana , Punjab - 141007",Buy MKH Men Grey Melange & Black Checked Track Pants - Track Pants for Men from MKH at Rs. 479. Style ID: 16377962,"MKH Men Grey Melange & Black Checked Track Pants,  MKH, Track Pants, Bottomwear, Apparel, Apparel for Men, Buy MKH Men Grey Melange & Black Checked Track Pants Online in India, Buy Track Pants at best price"
jeans/code-61/code-61-men-navy-blue-skinny-fit-low-rise-stretchable-jeans/17779610/buy,"['clothing', 'men-clothing', 'jeans', 'code-61-jeans']","GREEN PARK SEC-3 BUNGLOW NO. 14 GOKULDHAM TOWNSHIP NR. SANATHAL CROSS ROADS SHANTIPURA TALUKA SANANDAhmedabad , Gujarat - 382210",Buy Code 61 Men Navy Blue Skinny Fit Low Rise Stretchable Jeans - Jeans for Men from Code 61 at Rs. 1869. Style ID: 17779610,"Code 61 Men Navy Blue Skinny Fit Low Rise Stretchable Jeans,  Code 61, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Code 61 Men Navy Blue Skinny Fit Low Rise Stretchable Jeans Online in India, Buy Jeans at best price"
kurtas/nayo/nayo-women-grey-yoke-design-embroidered-kurta/16877600/buy,"['clothing', 'women-clothing', 'kurtas', 'nayo-kurtas']","F-255-A, 1st, 2nd, 3rd floor, RIICO INDUSTRIAL AREA MANSAROVARJAIPUR , Rajasthan - 302020",Buy Nayo Women Grey Yoke Design Embroidered Kurta - Kurtas for Women from Nayo at Rs. 849. Style ID: 16877600,"Nayo Women Grey Yoke Design Embroidered Kurta,  Nayo, Kurtas, Topwear, Apparel, Apparel for Women, Buy Nayo Women Grey Yoke Design Embroidered Kurta Online in India, Buy Kurtas at best price"
bra/mod--shy/mod--shy-women-beige-underwired-lightly-padded-t-shirt-bra---ms159a/15259734/buy,"['clothing', 'women-clothing', 'bra', 'mod-and-shy-bra']","FIRST FLOOR, U-155,UPADHYAY BLOCK, SHAKARPUR, East DelhiNear Laxmi Nagar Metro Station Gate No-3,4Delhi , Delhi - 110092",Buy Mod & Shy Women Beige Underwired Lightly Padded T Shirt Bra   MS159A - Bra for Women from Mod & Shy at Rs. 463. Style ID: 15259734,"Mod & Shy Women Beige Underwired Lightly Padded T Shirt Bra   MS159A,  Mod & Shy, Bra, Innerwear, Apparel, Apparel for Women, Buy Mod & Shy Women Beige Underwired Lightly Padded T Shirt Bra   MS159A Online in India, Buy Bra at best price"
trousers/arrow/arrow-men-black-solid-tailored-fit-foraml-trousers/16053970/buy,"['clothing', 'men-clothing', 'trousers', 'arrow-trousers']","5A/19,Ground Floor ( Front Portion),Ansari Raod,DaryaganjDelhi , Delhi - 110002",Buy Arrow Men Black Solid Tailored Fit Foraml Trousers - Trousers for Men from Arrow at Rs. 1249. Style ID: 16053970,"Arrow Men Black Solid Tailored Fit Foraml Trousers,  Arrow, Trousers, Bottomwear, Apparel, Apparel for Men, Buy Arrow Men Black Solid Tailored Fit Foraml Trousers Online in India, Buy Trousers at best price"
shirts/the-indian-garage-co/the-indian-garage-co-men-beige--coffee-brown-classic-floral-printed-casual-shirt/17729520/buy,"['clothing', 'men-clothing', 'shirts', 'the-indian-garage-co-shirts']","2/1,Survey No.4&2,Bomanahalli Industrial Area, ,Begur road,Bengaluru , Karnataka - 560068",Buy The Indian Garage Co Men Beige & Coffee Brown Classic Floral Printed Casual Shirt - Shirts for Men from The Indian Garage Co at Rs. 612. Style ID: 17729520,"The Indian Garage Co Men Beige & Coffee Brown Classic Floral Printed Casual Shirt,  The Indian Garage Co, Shirts, Topwear, Apparel, Apparel for Men, Buy The Indian Garage Co Men Beige & Coffee Brown Classic Floral Printed Casual Shirt Online in India, Buy Shirts at best price"
shirts/dennis-lingo/dennis-lingo-men-green-comfort-slim-fit-solid-pure-cotton-casual-shirt/14167046/buy,"['clothing', 'men-clothing', 'shirts', 'dennis-lingo-shirts']","2nd Floor, NO. 39, NGEF Lane, Indiranagar First StageBangaloreBengaluru , Karnataka - 560038",Buy Dennis Lingo Men Green Comfort Slim Fit Solid Pure Cotton Casual Shirt - Shirts for Men from Dennis Lingo at Rs. 699. Style ID: 14167046,"Dennis Lingo Men Green Comfort Slim Fit Solid Pure Cotton Casual Shirt,  Dennis Lingo, Shirts, Topwear, Apparel, Apparel for Men, Buy Dennis Lingo Men Green Comfort Slim Fit Solid Pure Cotton Casual Shirt Online in India, Buy Shirts at best price"
flats/shezone/shezone-women-cream-coloured-solid-open-toe-flats/13564846/buy,"['footwear', 'women-footwear', 'flats', 'shezone-flats']","Shop no 159, Desh Bandhu Gupta Road, Karol Bagh, Central DelhiDelhi , Delhi - 110005",Buy Shezone Women Cream Coloured Solid Open Toe Flats - Flats for Women from Shezone at Rs. 1049. Style ID: 13564846,"Shezone Women Cream Coloured Solid Open Toe Flats,  Shezone, Flats, Shoes, Footwear, Footwear for Women, Buy Shezone Women Cream Coloured Solid Open Toe Flats Online in India, Buy Flats at best price"
lounge-tshirts/quarantine/quarantine-men-black-solid-round-neck-cotton-lounge-t-shirt/12998556/buy,"['clothing', 'men-clothing', 'lounge-tshirts', 'quarantine-lounge-tshirts']","17 Amarjothi Sathyamoorthy nagar, 1 st street,Kangeyam RoadCoimbatore , Tamil Nadu - 641604",Buy QUARANTINE Men Black Solid Round Neck Cotton Lounge T Shirt - Lounge Tshirts for Men from QUARANTINE at Rs. 391. Style ID: 12998556,"QUARANTINE Men Black Solid Round Neck Cotton Lounge T Shirt,  QUARANTINE, Lounge Tshirts, Loungewear And Nightwear, Apparel, Apparel for Men, Buy QUARANTINE Men Black Solid Round Neck Cotton Lounge T Shirt Online in India, Buy Lounge Tshirts at best price"
dresses/mast--harbour/mast--harbour-women-attractive-peach-polka-dotted-feminine-frills-dress/16888046/buy,"['clothing', 'women-clothing', 'dresses', 'mast-and-harbour-dresses']","Awfis, 7th floor, HM Vibha Tower, 25 Laskar Hosur Road, Adugodi, Bengalore 560029Bengaluru , Karnataka - 560029",Buy Mast & Harbour Women Attractive Peach Polka Dotted Feminine Frills Dress - Dresses for Women from Mast & Harbour at Rs. 799. Style ID: 16888046,"Mast & Harbour Women Attractive Peach Polka Dotted Feminine Frills Dress,  Mast & Harbour, Dresses, Dress, Apparel, Apparel for Women, Buy Mast & Harbour Women Attractive Peach Polka Dotted Feminine Frills Dress Online in India, Buy Dresses at best price"
