prod_link,tags,seller_address,meta_description,meta_keyword
trolley-bag/cat/cat-unisex-black-cityscape-20-cabin-trolley-suitcase/8773141/buy,"['accessories', 'unisex-accessories', 'trolley-bag', 'cat-trolley-bag']","DHL Logistics Pvt Ltd Survey Nos 96,114,115 and 116, KIADB Industrial Area, Bashettyhalli Village, Kasaba Hobli, Doddaballapura Taluk BengaluruBengaluru , Karnataka - 561203",Buy CAT Unisex Black Cityscape 20'' Cabin Trolley Suitcase - Trolley Bag for Unisex from CAT at Rs. 5249. Style ID: 8773141,"CAT Unisex Black Cityscape 20'' Cabin Trolley Suitcase, CAT, Trolley Bag, Bags, Accessories, Accessories for Unisex, Buy CAT Unisex Black Cityscape 20'' Cabin Trolley Suitcase Online in India, Buy Trolley Bag at best price"
nightdress/marks--spencer/marks--spencer-pack-of-2-printed-nightdress/16824470/buy,"['clothing', 'women-clothing', 'nightdress', 'marks-and-spencer-nightdress']","5A/19,Ground Floor ( Front Portion),Ansari Raod,DaryaganjDelhi , Delhi - 110002",Buy Marks & Spencer Pack Of 2 Printed Nightdress - Nightdress for Women from Marks & Spencer at Rs. 2549. Style ID: 16824470,"Marks & Spencer Pack Of 2 Printed Nightdress,  Marks & Spencer, Nightdress, Loungewear And Nightwear, Apparel, Apparel for Women, Buy Marks & Spencer Pack Of 2 Printed Nightdress Online in India, Buy Nightdress at best price"
handbags/zouk/zouk-peach-coloured-geometric-printed-structured-handheld-bag/15191704/buy,"['accessories', 'women-accessories', 'handbags', 'zouk-handbags']",,Buy ZOUK Peach Coloured Geometric Printed Structured Handheld Bag - Handbags for Women from ZOUK at Rs. 4863. Style ID: 15191704,"ZOUK Peach Coloured Geometric Printed Structured Handheld Bag,  ZOUK, Handbags, Bags, Accessories, Accessories for Women, Buy ZOUK Peach Coloured Geometric Printed Structured Handheld Bag Online in India, Buy Handbags at best price"
watches/titan/titan-men-black-analogue-watch-1729sm03/10051975/buy,"['accessories', 'men-accessories', 'watches', 'titan-watches']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy Titan Men Black Analogue Watch 1729SM03 - Watches for Men from Titan at Rs. 2995. Style ID: 10051975,"Titan Men Black Analogue Watch 1729SM03,  Titan, Watches, Watches, Accessories, Accessories for Men, Buy Titan Men Black Analogue Watch 1729SM03 Online in India, Buy Watches at best price"
watches/fastrack/fastrack-men-black-analogue-watch-38042pp04/10797838/buy,"['accessories', 'men-accessories', 'watches', 'fastrack-watches']",,Buy Fastrack Men Black Analogue Watch 38042PP04 - Watches for Men from Fastrack at Rs. 1676. Style ID: 10797838,"Fastrack Men Black Analogue Watch 38042PP04,  Fastrack, Watches, Watches, Accessories, Accessories for Men, Buy Fastrack Men Black Analogue Watch 38042PP04 Online in India, Buy Watches at best price"
capris/ajile-by-pantaloons/ajile-by-pantaloons-women-black--yellow-printed-pure-cotton-capris/16911346/buy,"['clothing', 'women-clothing', 'capris', 'ajile-by-pantaloons-capris']","Business Ground Floor,No 65/64, old No 65, 6th Block, Ward No 21, 2nd Main RoadBengaluru (Bangalore) UrbanBengaluru , Karnataka - 560044",Buy Ajile By Pantaloons Women Black & Yellow Printed Pure Cotton Capris - Capris for Women from Ajile By Pantaloons at Rs. 899. Style ID: 16911346,"Ajile By Pantaloons Women Black & Yellow Printed Pure Cotton Capris,  Ajile By Pantaloons, Capris, Bottomwear, Apparel, Apparel for Women, Buy Ajile By Pantaloons Women Black & Yellow Printed Pure Cotton Capris Online in India, Buy Capris at best price"
flip-flops/carlton-london-sports/carlton-london-sports-men-white--grey-striped-sliders/16080886/buy,"['footwear', 'men-footwear', 'flip-flops', 'carlton-london-sports-flip-flops']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy Carlton London Sports Men White & Grey Striped Sliders - Flip Flops for Men from Carlton London Sports at Rs. 524. Style ID: 16080886,"Carlton London Sports Men White & Grey Striped Sliders,  Carlton London Sports, Flip Flops, Flip Flops, Footwear, Footwear for Men, Buy Carlton London Sports Men White & Grey Striped Sliders Online in India, Buy Flip Flops at best price"
necklace-and-chains/forever-21/forever-21-pink--gold-toned-artificial-stone-necklace/17191464/buy,"['accessories', 'women-accessories', 'necklace-and-chains', 'forever-21-necklace-and-chains']","Ground Floor, No 65/64, old No 65, 6th Block, Ward No 21, 2nd Main Road, Bangalore,Bengaluru (Bangalore) Urban, KarnatakaBengaluru , Karnataka - 560044",Buy FOREVER 21 Pink & Gold Toned Artificial Stone Necklace - Necklace And Chains for Women from FOREVER 21 at Rs. 319. Style ID: 17191464,"FOREVER 21 Pink & Gold Toned Artificial Stone Necklace,  FOREVER 21, Necklace And Chains, Jewellery, Accessories, Accessories for Women, Buy FOREVER 21 Pink & Gold Toned Artificial Stone Necklace Online in India, Buy Necklace And Chains at best price"
dupatta/clora-creation/clora-creation-yellow--magenta-bandhani-gotta-patti-silk-dupatta/12336742/buy,"['clothing', 'women-clothing', 'dupatta', 'clora-creation-dupatta']","C-170, BasementDayanand Colony, Lajpat Nagar - 4Delhi , Delhi - 110024",Buy Clora Creation Yellow & Magenta Bandhani Gotta Patti Silk Dupatta - Dupatta for Women from Clora Creation at Rs. 975. Style ID: 12336742,"Clora Creation Yellow & Magenta Bandhani Gotta Patti Silk Dupatta,  Clora Creation, Dupatta, Topwear, Apparel, Apparel for Women, Buy Clora Creation Yellow & Magenta Bandhani Gotta Patti Silk Dupatta Online in India, Buy Dupatta at best price"
fragrance-gift-set/bvlgari/bvlgari-women-omnia-collection-crystalline-pink-sapphire--amethyste-edt-gift-set/10345993/buy,"['personal-care', 'women-personal-care', 'fragrance-gift-set', 'bvlgari-fragrance-gift-set']","406, B2 and C, 4th Floor,Centrum Plaza, Golf Course Road, Sector - 53,Gurugram , Haryana - 122102","Buy BVLGARI Women Omnia Collection Crystalline, Pink Sapphire & Amethyste EDT Gift Set - Fragrance Gift Set for Women from Bvlgari at Rs. 3150. Style ID: 10345993","BVLGARI Women Omnia Collection Crystalline, Pink Sapphire & Amethyste EDT Gift Set,  Bvlgari, Fragrance Gift Set, Fragrance, Personal Care, Personal Care for Women, Buy BVLGARI Women Omnia Collection Crystalline, Pink Sapphire & Amethyste EDT Gift Set Online in India, Buy Fragrance Gift Set at best price"
jeans/roadster/roadster-men-blue-slim-fit-light-fade-stretchable-jeans/14805602/buy,"['clothing', 'men-clothing', 'jeans', 'roadster-jeans']","406, B2 and C, 4th Floor,Centrum Plaza, Golf Course Road, Sector - 53,Gurugram , Haryana - 122102",Buy Roadster Men Blue Slim Fit Light Fade Stretchable Jeans - Jeans for Men from Roadster at Rs. 699. Style ID: 14805602,"Roadster Men Blue Slim Fit Light Fade Stretchable Jeans,  Roadster, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Roadster Men Blue Slim Fit Light Fade Stretchable Jeans Online in India, Buy Jeans at best price"
wallets/lino-perros/lino-perros-women-blue-croc--snakeskin-textured-zip-around-wallet/11632678/buy,"['accessories', 'women-accessories', 'wallets', 'lino-perros-wallets']","PLOT NO 324 UDYOG VIHAR PHASE 4 GURGAONGurugram , Haryana - 122016",Buy Lino Perros Women Blue Croc & Snakeskin Textured Zip Around Wallet - Wallets for Women from Lino Perros at Rs. 497. Style ID: 11632678,"Lino Perros Women Blue Croc & Snakeskin Textured Zip Around Wallet,  Lino Perros, Wallets, Wallets, Accessories, Accessories for Women, Buy Lino Perros Women Blue Croc & Snakeskin Textured Zip Around Wallet Online in India, Buy Wallets at best price"
handbags/guess/guess-black-solid-structured-handheld-bag-with-detachable-sling-strap/18001744/buy,"['accessories', 'women-accessories', 'handbags', 'guess-handbags']","Second Floor, Plot No. 82, Okhla Industrial Estate, Phase - III, New Delhi, Delhi, 110020Delhi , Delhi - 110020",Buy GUESS Black Solid Structured Handheld Bag With Detachable Sling Strap - Handbags for Women from GUESS at Rs. 7999. Style ID: 18001744,"GUESS Black Solid Structured Handheld Bag With Detachable Sling Strap,  GUESS, Handbags, Bags, Accessories, Accessories for Women, Buy GUESS Black Solid Structured Handheld Bag With Detachable Sling Strap Online in India, Buy Handbags at best price"
casual-shoes/killer/killer-men-grey-sneakers/18585662/buy,"['footwear', 'men-footwear', 'casual-shoes', 'killer-casual-shoes']","J-10, UDYOG NAGARROHTAK ROADNEW DELHI , Delhi - 110041",Buy Killer Men Grey Sneakers - Casual Shoes for Men from Killer at Rs. 799. Style ID: 18585662,"Killer Men Grey Sneakers,  Killer, Casual Shoes, Shoes, Footwear, Footwear for Men, Buy Killer Men Grey Sneakers Online in India, Buy Casual Shoes at best price"
dresses/imara/imara-women-coral-ethnic-liva-midi-dress/15525602/buy,"['clothing', 'women-clothing', 'dresses', 'imara-dresses']","No . 397/1, Parvathi Nilaya, Basavannagudi Main RoadBengaluru , Karnataka - 560068",Buy IMARA Women Coral Ethnic Liva Midi Dress - Dresses for Women from IMARA at Rs. 1174. Style ID: 15525602,"IMARA Women Coral Ethnic Liva Midi Dress,  IMARA, Dresses, Dress, Apparel, Apparel for Women, Buy IMARA Women Coral Ethnic Liva Midi Dress Online in India, Buy Dresses at best price"
tshirts/greenfibre/greenfibre-men-green-striped-polo-collar-slim-fit-t-shirt/18106112/buy,"['clothing', 'men-clothing', 'tshirts', 'greenfibre-tshirts']","25-28, Pariseema Complex,Nr. Lal Bunglow Cross Road, C.G. RoadAhmedabad , Gujarat - 380006",Buy Greenfibre Men Green Striped Polo Collar Slim Fit T Shirt - Tshirts for Men from Greenfibre at Rs. 839. Style ID: 18106112,"Greenfibre Men Green Striped Polo Collar Slim Fit T Shirt,  Greenfibre, Tshirts, Topwear, Apparel, Apparel for Men, Buy Greenfibre Men Green Striped Polo Collar Slim Fit T Shirt Online in India, Buy Tshirts at best price"
lounge-pants/okane/okane-men-grey-solid-lounge-pants/18520328/buy,"['clothing', 'men-clothing', 'lounge-pants', 'okane-lounge-pants']","B-XXIV,4576, INDRA VALUESLUDHIANA, Ludhiana, Punjab, 141007Ludhiana , Punjab - 141007",Buy Okane Men Grey Solid Lounge Pants - Lounge Pants for Men from Okane at Rs. 609. Style ID: 18520328,"Okane Men Grey Solid Lounge Pants,  Okane, Lounge Pants, Loungewear And Nightwear, Apparel, Apparel for Men, Buy Okane Men Grey Solid Lounge Pants Online in India, Buy Lounge Pants at best price"
bra/marks--spencer/marks--spencer-black--green-geometric-non-padded-underwired-everyday-bra/17888782/buy,"['clothing', 'women-clothing', 'bra', 'marks-and-spencer-bra']","Marks & Spencer Reliance India Pvt LtdInfinity Tower C, Ground FloorGurugram , Haryana - 122002",Buy Marks & Spencer Black & Green Geometric Non Padded Underwired Everyday Bra - Bra for Women from Marks & Spencer at Rs. 2499. Style ID: 17888782,"Marks & Spencer Black & Green Geometric Non Padded Underwired Everyday Bra,  Marks & Spencer, Bra, Innerwear, Apparel, Apparel for Women, Buy Marks & Spencer Black & Green Geometric Non Padded Underwired Everyday Bra Online in India, Buy Bra at best price"
jeans/rodamo/rodamo-men-white-slim-fit-jeans/15436610/buy,"['clothing', 'men-clothing', 'jeans', 'rodamo-jeans']","H-16/123, First Floor,New Delhi , Delhi - 110005",Buy Rodamo Men White Slim Fit Jeans - Jeans for Men from Rodamo at Rs. 1016. Style ID: 15436610,"Rodamo Men White Slim Fit Jeans,  Rodamo, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Rodamo Men White Slim Fit Jeans Online in India, Buy Jeans at best price"
jeans/flying-machine/flying-machine-men-black-micheal-slim-fit-light-fade-stretchable-jeans/16746748/buy,"['clothing', 'men-clothing', 'jeans', 'flying-machine-jeans']","5A/19,Ground Floor ( Front Portion),Ansari Raod,DaryaganjDelhi , Delhi - 110002",Buy Flying Machine Men Black Micheal Slim Fit Light Fade Stretchable Jeans - Jeans for Men from Flying Machine at Rs. 1484. Style ID: 16746748,"Flying Machine Men Black Micheal Slim Fit Light Fade Stretchable Jeans,  Flying Machine, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Flying Machine Men Black Micheal Slim Fit Light Fade Stretchable Jeans Online in India, Buy Jeans at best price"
bra/amante/amante-peach-coloured-solid-non-wired-non-padded-everyday-bra-bra78601/14104328/buy,"['clothing', 'women-clothing', 'bra', 'amante-bra']","INTIMI INDIA PRIVATE LIMITED C/O.Expeditors International (India) Pvt LtdChennai , Tamil Nadu - 600067",Buy Amante Peach Coloured Solid Non Wired Non Padded Everyday Bra BRA78601 - Bra for Women from Amante at Rs. 595. Style ID: 14104328,"Amante Peach Coloured Solid Non Wired Non Padded Everyday Bra BRA78601,  Amante, Bra, Innerwear, Apparel, Apparel for Women, Buy Amante Peach Coloured Solid Non Wired Non Padded Everyday Bra BRA78601 Online in India, Buy Bra at best price"
accessory-gift-set/blacksmith/blacksmith-men-navy-blue--silver-toned-accessory-gift-set/12259290/buy,"['accessories', 'men-accessories', 'accessory-gift-set', 'blacksmith-accessory-gift-set']","A7 VIRWANI INDUSTRIAL ESTATE  OPP BLUEDARTOFF WESTERN EXPRESS HIGHWAY , 1ST FLOOR GOREGAON EASTMumbai , Maharashtra - 400063",Buy Blacksmith Men Navy Blue & Silver Toned Accessory Gift Set - Accessory Gift Set for Men from Blacksmith at Rs. 1839. Style ID: 12259290,"Blacksmith Men Navy Blue & Silver Toned Accessory Gift Set,  Blacksmith, Accessory Gift Set, Accessories, Accessories, Accessories for Men, Buy Blacksmith Men Navy Blue & Silver Toned Accessory Gift Set Online in India, Buy Accessory Gift Set at best price"
shirts/moda-rapido/moda-rapido-men-brown-solid-pure-cotton-casual-shirt/15976654/buy,"['clothing', 'men-clothing', 'shirts', 'moda-rapido-shirts']","5th Floor, Office No 504, Punj Essen House, 17-18, Nehru PlaceDelhi , Delhi - 110019",Buy Moda Rapido Men Brown Solid Pure Cotton Casual Shirt - Shirts for Men from Moda Rapido at Rs. 1074. Style ID: 15976654,"Moda Rapido Men Brown Solid Pure Cotton Casual Shirt,  Moda Rapido, Shirts, Topwear, Apparel, Apparel for Men, Buy Moda Rapido Men Brown Solid Pure Cotton Casual Shirt Online in India, Buy Shirts at best price"
jeans/louis-philippe-jeans/louis-philippe-jeans-men-black-slim-fit-jeans/18697752/buy,"['clothing', 'men-clothing', 'jeans', 'louis-philippe-jeans-jeans']","Ground Floor, No 65/64, old No 65, 6th Block, Ward No 21, 2ndMain Road,Bengaluru , Karnataka - 560044",Buy Louis Philippe Jeans Men Black Slim Fit Jeans - Jeans for Men from Louis Philippe Jeans at Rs. 2999. Style ID: 18697752,"Louis Philippe Jeans Men Black Slim Fit Jeans,  Louis Philippe Jeans, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Louis Philippe Jeans Men Black Slim Fit Jeans Online in India, Buy Jeans at best price"
sweaters/gant/gant-men-navy-blue--red-typography-printed-pullover/16410918/buy,"['clothing', 'men-clothing', 'sweaters', 'gant-sweaters']","Iconic Fashion Retailing Pvt Ltd C/o Holisol Pvt Ltd. 24//23/2/2, 24/2, 24/3, 25/2/1, 34//3/3, 4, 5/1, 26, GKP WAREHOUSE GREEN COLOR, FATEHPUR JAURASI ROAD, VILLAGE-JAURASI, Mewat, Haryana, 122105Bhiwadi , HARYANA - 122105",Buy GANT Men Navy Blue & Red Typography Printed Pullover - Sweaters for Men from GANT at Rs. 6999. Style ID: 16410918,"GANT Men Navy Blue & Red Typography Printed Pullover,  GANT, Sweaters, Topwear, Apparel, Apparel for Men, Buy GANT Men Navy Blue & Red Typography Printed Pullover Online in India, Buy Sweaters at best price"
kurtas/ishin/ishin-women-peach-coloured-printed-anarkali-kurta/13582986/buy,"['clothing', 'women-clothing', 'kurtas', 'ishin-kurtas']",,Buy Ishin Women Peach Coloured Printed Anarkali Kurta - Kurtas for Women from Ishin at Rs. 1517. Style ID: 13582986,"Ishin Women Peach Coloured Printed Anarkali Kurta,  Ishin, Kurtas, Topwear, Apparel, Apparel for Women, Buy Ishin Women Peach Coloured Printed Anarkali Kurta Online in India, Buy Kurtas at best price"
dresses/kvsfab/kvsfab-grey--green-embellished-halter-neck-tie-ups-georgette-party-fit--flare-maxi-dress/16120958/buy,"['clothing', 'women-clothing', 'dresses', 'kvsfab-dresses']","B/4029-4030,5th Floor,Radha Raman Textile MarketSurat , Gujarat - 395010",Buy Kvsfab Grey & Green Embellished Halter Neck Tie Ups Georgette Party Fit & Flare Maxi Dress - Dresses for Women from Kvsfab at Rs. 1841. Style ID: 16120958,"Kvsfab Grey & Green Embellished Halter Neck Tie Ups Georgette Party Fit & Flare Maxi Dress,  Kvsfab, Dresses, Dress, Apparel, Apparel for Women, Buy Kvsfab Grey & Green Embellished Halter Neck Tie Ups Georgette Party Fit & Flare Maxi Dress Online in India, Buy Dresses at best price"
perfume-and-body-mist/ajmal/ajmal-men-blu-dreams-edp-fougere-100ml/7688442/buy,"['personal-care', 'men-personal-care', 'perfume-and-body-mist', 'ajmal-perfume-and-body-mist']","Ajmal And Sons 1-Aerocity, Ground Floor ,Office No 02/03,Safedpul, Andheri Kurla Road ,Off.Sakinaka Andheri EastMumbai , Maharashtra - 400072",Buy Ajmal Men Blu Dreams EDP Fougere 100ml - Perfume And Body Mist for Men from Ajmal at Rs. 399. Style ID: 7688442,"Ajmal Men Blu Dreams EDP Fougere 100ml, Ajmal, Perfume And Body Mist, Fragrance, Personal Care, Personal Care for Men, Buy Ajmal Men Blu Dreams EDP Fougere 100ml Online in India, Buy Perfume And Body Mist at best price"
dresses/shae-by-sassafras/shae-by-sassafras-purple--olive-green-floral-ethnic-a-line-midi-dress/17449776/buy,"['clothing', 'women-clothing', 'dresses', 'shae-by-sassafras-dresses']","KH No. 37/19, 3rd FloorKapasheraDelhi , Delhi - 110037",Buy Shae By SASSAFRAS Purple & Olive Green Floral Ethnic A Line Midi Dress - Dresses for Women from Shae By SASSAFRAS at Rs. 874. Style ID: 17449776,"Shae By SASSAFRAS Purple & Olive Green Floral Ethnic A Line Midi Dress,  Shae By SASSAFRAS, Dresses, Dress, Apparel, Apparel for Women, Buy Shae By SASSAFRAS Purple & Olive Green Floral Ethnic A Line Midi Dress Online in India, Buy Dresses at best price"
jeans/wrogn/wrogn-men-grey-slim-fit-light-fade-stretchable-jeans/15068622/buy,"['clothing', 'men-clothing', 'jeans', 'wrogn-jeans']","10, Cabin No 17, PVR Plaza Building, H Block, Connaught CircusDelhi , Delhi - 110001",Buy WROGN Men Grey Slim Fit Light Fade Stretchable Jeans - Jeans for Men from WROGN at Rs. 1299. Style ID: 15068622,"WROGN Men Grey Slim Fit Light Fade Stretchable Jeans,  WROGN, Jeans, Bottomwear, Apparel, Apparel for Men, Buy WROGN Men Grey Slim Fit Light Fade Stretchable Jeans Online in India, Buy Jeans at best price"
jackets/jack--jones/jack--jones-men-orange-denim-jacket/15219462/buy,"['clothing', 'men-clothing', 'jackets', 'jack-and-jones-jackets']","Lalit Residency, 4th Floor,, Sahar, Andheri, Maharashtra, India, 400059, Sahar, Andheri, Maharashtra, India, 400059Sahar, AndheriMumbai , Maharashtra - 400059",Buy Jack & Jones Men Orange Denim Jacket - Jackets for Men from Jack & Jones at Rs. 1799. Style ID: 15219462,"Jack & Jones Men Orange Denim Jacket,  Jack & Jones, Jackets, Topwear, Apparel, Apparel for Men, Buy Jack & Jones Men Orange Denim Jacket Online in India, Buy Jackets at best price"
jeans/roadster/roadster-men-blue-super-skinny-fit-mid-rise-low-distress-stretchable-jeans/10064499/buy,"['clothing', 'men-clothing', 'jeans', 'roadster-jeans']","406, B2 and C, 4th Floor,Centrum Plaza, Golf Course Road, Sector - 53,Gurugram , Haryana - 122102",Buy Roadster Men Blue Super Skinny Fit Mid Rise Low Distress Stretchable Jeans - Jeans for Men from Roadster at Rs. 699. Style ID: 10064499,"Roadster Men Blue Super Skinny Fit Mid Rise Low Distress Stretchable Jeans,  Roadster, Jeans, Bottomwear, Apparel, Apparel for Men, Buy Roadster Men Blue Super Skinny Fit Mid Rise Low Distress Stretchable Jeans Online in India, Buy Jeans at best price"
kurta-sets/biba/biba-women-black-sequinned-regular-kurta-with-net-skirt/15922232/buy,"['clothing', 'women-clothing', 'kurta-sets', 'biba-kurta-sets']","Biba Apparels Pvt. Ltd., 13 MIN, 7,14, 15/1, 15/2, 60/6, REET/KILLA No 60/8,Village Sikri, Tehsil Ballabgarh, District Faridabad, Faridabad, Faridabad, Haryana-121004Faridabad , Haryana - 121004",Buy Biba Women Black Sequinned Regular Kurta With Net Skirt - Kurta Sets for Women from Biba at Rs. 4197. Style ID: 15922232,"Biba Women Black Sequinned Regular Kurta With Net Skirt,  Biba, Kurta Sets, Apparel Set, Apparel, Apparel for Women, Buy Biba Women Black Sequinned Regular Kurta With Net Skirt Online in India, Buy Kurta Sets at best price"
